ame	ncbi	ko	pathway	pathname
409884	XP_393374	K00854	map00040	Pentose and glucuronate interconversions
409884	XP_393374	K00854	map01100	
409886	XP_006571652	K08272	map04150	mTOR signaling pathway
409886	XP_006571652	K08272	map04152	AMPK signaling pathway
409887	XP_393377	K04683	map03083	Polycomb repressive complex
409887	XP_393377	K04683	map04110	Cell cycle
409887	XP_393377	K04683	map04350	TGF-beta signaling pathway
409888	XP_006558051	K20353		
409889	NP_001035326			
409890	XP_393381	K09565	map04020	Calcium signaling pathway
409890	XP_393381	K09565	map04022	cGMP-PKG signaling pathway
409890	XP_393381	K09565	map04613	Neutrophil extracellular trap formation
409890	XP_393381	K09565	map05010	Alzheimer disease
409890	XP_393381	K09565	map05012	Parkinson disease
409890	XP_393381	K09565	map05016	Huntington disease
409890	XP_393381	K09565	map05017	Spinocerebellar ataxia
409890	XP_393381	K09565	map05020	Prion disease
409890	XP_393381	K09565	map05022	Pathways of neurodegeneration - multiple diseases
409890	XP_393381	K09565	map05145	Toxoplasmosis
409890	XP_393381	K09565	map05208	Chemical carcinogenesis - reactive oxygen species
409890	XP_393381	K09565	map05415	Diabetic cardiomyopathy
409891	XP_006561402	K25827		
409892	XP_006559333			
409893	XP_006564006	K24990		
409894	XP_393385			
409897	XP_006564136	K05673	map01523	Antifolate resistance
409897	XP_006564136	K05673	map02010	ABC transporters
409897	XP_006564136	K05673	map04024	cAMP signaling pathway
409897	XP_006564136	K05673	map04976	Bile secretion
409897	XP_006564136	K05673	map04981	Folate transport and metabolism
409898	XP_026297224	K16683	map04391	Hippo signaling pathway - fly
409898	XP_026297224	K16683	map04392	Hippo signaling pathway - multiple species
409899	XP_016768163	K14388		
409900	XP_393391	K23960		
409902	XP_026300997	K26226		
409903	XP_393394			
409904	XP_006570373	K06091	map04390	Hippo signaling pathway
409904	XP_006570373	K06091	map04391	Hippo signaling pathway - fly
409904	XP_006570373	K06091	map04530	Tight junction
409904	XP_006570373	K06091	map05165	Human papillomavirus infection
409905	XP_393396	K14457	map00561	Glycerolipid metabolism
409905	XP_393396	K14457	map01100	
409905	XP_393396	K14457	map04975	Fat digestion and absorption
409906	XP_393397	K03128	map03022	Basal transcription factors
409908	XP_006557586	K05728	map05120	Epithelial cell signaling in Helicobacter pylori infection
409909	XP_006570789	K16365	map03060	Protein export
409910	XP_016766874	K04513	map04011	MAPK signaling pathway - yeast
409910	XP_016766874	K04513	map04014	Ras signaling pathway
409910	XP_016766874	K04513	map04015	Rap1 signaling pathway
409910	XP_016766874	K04513	map04022	cGMP-PKG signaling pathway
409910	XP_016766874	K04513	map04024	cAMP signaling pathway
409910	XP_016766874	K04513	map04062	Chemokine signaling pathway
409910	XP_016766874	K04513	map04071	Sphingolipid signaling pathway
409910	XP_016766874	K04513	map04072	Phospholipase D signaling pathway
409910	XP_016766874	K04513	map04144	Endocytosis
409910	XP_016766874	K04513	map04150	mTOR signaling pathway
409910	XP_016766874	K04513	map04270	Vascular smooth muscle contraction
409910	XP_016766874	K04513	map04310	Wnt signaling pathway
409910	XP_016766874	K04513	map04350	TGF-beta signaling pathway
409910	XP_016766874	K04513	map04360	Axon guidance
409910	XP_016766874	K04513	map04361	Axon regeneration
409910	XP_016766874	K04513	map04510	Focal adhesion
409910	XP_016766874	K04513	map04520	Adherens junction
409910	XP_016766874	K04513	map04530	Tight junction
409910	XP_016766874	K04513	map04611	Platelet activation
409910	XP_016766874	K04513	map04621	NOD-like receptor signaling pathway
409910	XP_016766874	K04513	map04625	C-type lectin receptor signaling pathway
409910	XP_016766874	K04513	map04660	T cell receptor signaling pathway
409910	XP_016766874	K04513	map04670	Leukocyte transendothelial migration
409910	XP_016766874	K04513	map04722	Neurotrophin signaling pathway
409910	XP_016766874	K04513	map04810	Regulation of actin cytoskeleton
409910	XP_016766874	K04513	map04921	Oxytocin signaling pathway
409910	XP_016766874	K04513	map04928	Parathyroid hormone synthesis, secretion and action
409910	XP_016766874	K04513	map04972	Pancreatic secretion
409910	XP_016766874	K04513	map05100	Bacterial invasion of epithelial cells
409910	XP_016766874	K04513	map05130	Pathogenic Escherichia coli infection
409910	XP_016766874	K04513	map05131	Shigellosis
409910	XP_016766874	K04513	map05132	Salmonella infection
409910	XP_016766874	K04513	map05133	Pertussis
409910	XP_016766874	K04513	map05135	Yersinia infection
409910	XP_016766874	K04513	map05152	Tuberculosis
409910	XP_016766874	K04513	map05163	Human cytomegalovirus infection
409910	XP_016766874	K04513	map05200	Pathways in cancer
409910	XP_016766874	K04513	map05203	Viral carcinogenesis
409910	XP_016766874	K04513	map05205	Proteoglycans in cancer
409910	XP_016766874	K04513	map05206	MicroRNAs in cancer
409910	XP_016766874	K04513	map05210	Colorectal cancer
409910	XP_016766874	K04513	map05417	Lipid and atherosclerosis
409910	XP_016766874	K04513	map05418	Fluid shear stress and atherosclerosis
409911	XP_623282	K08056	map04141	Protein processing in endoplasmic reticulum
409911	XP_623282	K08056	map04612	Antigen processing and presentation
409911	XP_623282	K08056	map05163	Human cytomegalovirus infection
409911	XP_623282	K08056	map05168	Herpes simplex virus 1 infection
409911	XP_623282	K08056	map05169	Epstein-Barr virus infection
409911	XP_623282	K08056	map05170	Human immunodeficiency virus 1 infection
409912	XP_393403	K16449		
409913	XP_393404	K22560		
409915	XP_006560861	K13192		
409918	XP_006559265	K17263		
409919	XP_006566623	K05614	map04721	Synaptic vesicle cycle
409919	XP_006566623	K05614	map04724	Glutamatergic synapse
409919	XP_006566623	K05614	map05016	Huntington disease
409920	XP_393411	K10704	map04624	Toll and Imd signaling pathway
409920	XP_393411	K10704	map05131	Shigellosis
409921	XP_026298991	K27893		
409922	XP_006571767	K01772	map00860	Porphyrin metabolism
409922	XP_006571767	K01772	map01100	
409922	XP_006571767	K01772	map01110	Biosynthesis of secondary metabolites
409922	XP_006571767	K01772	map01240	Biosynthesis of cofactors
409923	XP_016768355	K13539		
409924	XP_006568168	K06258	map04512	ECM-receptor interaction
409925	XP_393416	K04368	map01521	EGFR tyrosine kinase inhibitor resistance
409925	XP_393416	K04368	map01522	Endocrine resistance
409925	XP_393416	K04368	map04010	MAPK signaling pathway
409925	XP_393416	K04368	map04012	ErbB signaling pathway
409925	XP_393416	K04368	map04013	MAPK signaling pathway - fly
409925	XP_393416	K04368	map04014	Ras signaling pathway
409925	XP_393416	K04368	map04015	Rap1 signaling pathway
409925	XP_393416	K04368	map04022	cGMP-PKG signaling pathway
409925	XP_393416	K04368	map04024	cAMP signaling pathway
409925	XP_393416	K04368	map04062	Chemokine signaling pathway
409925	XP_393416	K04368	map04066	HIF-1 signaling pathway
409925	XP_393416	K04368	map04068	FoxO signaling pathway
409925	XP_393416	K04368	map04071	Sphingolipid signaling pathway
409925	XP_393416	K04368	map04072	Phospholipase D signaling pathway
409925	XP_393416	K04368	map04114	Oocyte meiosis
409925	XP_393416	K04368	map04140	Autophagy - animal
409925	XP_393416	K04368	map04148	Efferocytosis
409925	XP_393416	K04368	map04150	mTOR signaling pathway
409925	XP_393416	K04368	map04151	PI3K-Akt signaling pathway
409925	XP_393416	K04368	map04210	Apoptosis
409925	XP_393416	K04368	map04218	Cellular senescence
409925	XP_393416	K04368	map04270	Vascular smooth muscle contraction
409925	XP_393416	K04368	map04320	Dorso-ventral axis formation
409925	XP_393416	K04368	map04370	VEGF signaling pathway
409925	XP_393416	K04368	map04371	Apelin signaling pathway
409925	XP_393416	K04368	map04380	Osteoclast differentiation
409925	XP_393416	K04368	map04510	Focal adhesion
409925	XP_393416	K04368	map04540	Gap junction
409925	XP_393416	K04368	map04550	Signaling pathways regulating pluripotency of stem cells
409925	XP_393416	K04368	map04613	Neutrophil extracellular trap formation
409925	XP_393416	K04368	map04620	Toll-like receptor signaling pathway
409925	XP_393416	K04368	map04626	Plant-pathogen interaction
409925	XP_393416	K04368	map04650	Natural killer cell mediated cytotoxicity
409925	XP_393416	K04368	map04660	T cell receptor signaling pathway
409925	XP_393416	K04368	map04662	B cell receptor signaling pathway
409925	XP_393416	K04368	map04664	Fc epsilon RI signaling pathway
409925	XP_393416	K04368	map04666	Fc gamma R-mediated phagocytosis
409925	XP_393416	K04368	map04668	TNF signaling pathway
409925	XP_393416	K04368	map04720	Long-term potentiation
409925	XP_393416	K04368	map04722	Neurotrophin signaling pathway
409925	XP_393416	K04368	map04725	Cholinergic synapse
409925	XP_393416	K04368	map04726	Serotonergic synapse
409925	XP_393416	K04368	map04730	Long-term depression
409925	XP_393416	K04368	map04810	Regulation of actin cytoskeleton
409925	XP_393416	K04368	map04910	Insulin signaling pathway
409925	XP_393416	K04368	map04912	GnRH signaling pathway
409925	XP_393416	K04368	map04914	Progesterone-mediated oocyte maturation
409925	XP_393416	K04368	map04915	Estrogen signaling pathway
409925	XP_393416	K04368	map04916	Melanogenesis
409925	XP_393416	K04368	map04917	Prolactin signaling pathway
409925	XP_393416	K04368	map04919	Thyroid hormone signaling pathway
409925	XP_393416	K04368	map04921	Oxytocin signaling pathway
409925	XP_393416	K04368	map04926	Relaxin signaling pathway
409925	XP_393416	K04368	map04928	Parathyroid hormone synthesis, secretion and action
409925	XP_393416	K04368	map04929	GnRH secretion
409925	XP_393416	K04368	map04934	Cushing syndrome
409925	XP_393416	K04368	map04935	Growth hormone synthesis, secretion and action
409925	XP_393416	K04368	map05010	Alzheimer disease
409925	XP_393416	K04368	map05022	Pathways of neurodegeneration - multiple diseases
409925	XP_393416	K04368	map05034	Alcoholism
409925	XP_393416	K04368	map05132	Salmonella infection
409925	XP_393416	K04368	map05135	Yersinia infection
409925	XP_393416	K04368	map05160	Hepatitis C
409925	XP_393416	K04368	map05161	Hepatitis B
409925	XP_393416	K04368	map05163	Human cytomegalovirus infection
409925	XP_393416	K04368	map05164	Influenza A
409925	XP_393416	K04368	map05165	Human papillomavirus infection
409925	XP_393416	K04368	map05166	Human T-cell leukemia virus 1 infection
409925	XP_393416	K04368	map05167	Kaposi sarcoma-associated herpesvirus infection
409925	XP_393416	K04368	map05170	Human immunodeficiency virus 1 infection
409925	XP_393416	K04368	map05200	Pathways in cancer
409925	XP_393416	K04368	map05205	Proteoglycans in cancer
409925	XP_393416	K04368	map05206	MicroRNAs in cancer
409925	XP_393416	K04368	map05207	Chemical carcinogenesis - receptor activation
409925	XP_393416	K04368	map05208	Chemical carcinogenesis - reactive oxygen species
409925	XP_393416	K04368	map05210	Colorectal cancer
409925	XP_393416	K04368	map05211	Renal cell carcinoma
409925	XP_393416	K04368	map05212	Pancreatic cancer
409925	XP_393416	K04368	map05213	Endometrial cancer
409925	XP_393416	K04368	map05214	Glioma
409925	XP_393416	K04368	map05215	Prostate cancer
409925	XP_393416	K04368	map05216	Thyroid cancer
409925	XP_393416	K04368	map05218	Melanoma
409925	XP_393416	K04368	map05219	Bladder cancer
409925	XP_393416	K04368	map05220	Chronic myeloid leukemia
409925	XP_393416	K04368	map05221	Acute myeloid leukemia
409925	XP_393416	K04368	map05223	Non-small cell lung cancer
409925	XP_393416	K04368	map05224	Breast cancer
409925	XP_393416	K04368	map05225	Hepatocellular carcinoma
409925	XP_393416	K04368	map05226	Gastric cancer
409925	XP_393416	K04368	map05230	Central carbon metabolism in cancer
409925	XP_393416	K04368	map05231	Choline metabolism in cancer
409925	XP_393416	K04368	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
409926	XP_393417	K02935	map03010	Ribosome
409927	XP_006568170			
409928	XP_393419	K15183	map03250	Viral life cycle - HIV-1
409930	XP_393421	K02130	map00190	Oxidative phosphorylation
409930	XP_393421	K02130	map01100	
409930	XP_393421	K02130	map04714	Thermogenesis
409931	XP_016767674			
409932	XP_006568545	K13868	map04974	Protein digestion and absorption
409933	XP_026297691	K07299	map04066	HIF-1 signaling pathway
409933	XP_026297691	K07299	map04148	Efferocytosis
409933	XP_026297691	K07299	map04911	Insulin secretion
409933	XP_026297691	K07299	map04919	Thyroid hormone signaling pathway
409933	XP_026297691	K07299	map04920	Adipocytokine signaling pathway
409933	XP_026297691	K07299	map04922	Glucagon signaling pathway
409933	XP_026297691	K07299	map04931	Insulin resistance
409933	XP_026297691	K07299	map04976	Bile secretion
409933	XP_026297691	K07299	map05166	Human T-cell leukemia virus 1 infection
409933	XP_026297691	K07299	map05200	Pathways in cancer
409933	XP_026297691	K07299	map05211	Renal cell carcinoma
409933	XP_026297691	K07299	map05230	Central carbon metabolism in cancer
409933	XP_026297691	K07299	map05415	Diabetic cardiomyopathy
409934	XP_393426	K06096	map04979	Cholesterol metabolism
409936	XP_016771865			
409937	XP_006571303	K08834	map04745	Phototransduction - fly
409937	XP_006571303	K08834	map04814	Motor proteins
409940	NP_001229483	K15691		
409941	XP_003250899	K17603	map04140	Autophagy - animal
409941	XP_003250899	K17603	map05022	Pathways of neurodegeneration - multiple diseases
409942	XP_006566806	K20245	map04341	Hedgehog signaling pathway - fly
409943	NP_001014992	K00911	map00562	Inositol phosphate metabolism
409943	NP_001014992	K00911	map01100	
409943	NP_001014992	K00911	map04020	Calcium signaling pathway
409943	NP_001014992	K00911	map04070	Phosphatidylinositol signaling system
409945	XP_393437	K22503	map00970	Aminoacyl-tRNA biosynthesis
409946	XP_393438	K02146	map00190	Oxidative phosphorylation
409946	XP_393438	K02146	map01100	
409946	XP_393438	K02146	map04142	Lysosome
409946	XP_393438	K02146	map04145	Phagosome
409946	XP_393438	K02146	map04721	Synaptic vesicle cycle
409946	XP_393438	K02146	map04966	Collecting duct acid secretion
409946	XP_393438	K02146	map05110	Vibrio cholerae infection
409946	XP_393438	K02146	map05120	Epithelial cell signaling in Helicobacter pylori infection
409946	XP_393438	K02146	map05152	Tuberculosis
409946	XP_393438	K02146	map05165	Human papillomavirus infection
409946	XP_393438	K02146	map05203	Viral carcinogenesis
409946	XP_393438	K02146	map05323	Rheumatoid arthritis
409948	NP_001161808	K11094	map03040	Spliceosome
409949	XP_006569379			
409950	XP_006558164	K17307	map04820	Cytoskeleton in muscle cells
409951	XP_393443	K02887	map03010	Ribosome
409952	XP_016772410			
409953	XP_006557777			
409954	XP_003249289	K13279	map04146	Peroxisome
409954	XP_003249289	K13279	map04980	Cobalamin transport and metabolism
409954	XP_003249289	K13279	map05146	Amoebiasis
409955	XP_393446	K13111		
409956	XP_006559055			
409957	XP_393448	K19904		
409959	XP_393450	K02206	map04068	FoxO signaling pathway
409959	XP_393450	K02206	map04110	Cell cycle
409959	XP_393450	K02206	map04114	Oocyte meiosis
409959	XP_393450	K02206	map04115	p53 signaling pathway
409959	XP_393450	K02206	map04151	PI3K-Akt signaling pathway
409959	XP_393450	K02206	map04218	Cellular senescence
409959	XP_393450	K02206	map04914	Progesterone-mediated oocyte maturation
409959	XP_393450	K02206	map04934	Cushing syndrome
409959	XP_393450	K02206	map05160	Hepatitis C
409959	XP_393450	K02206	map05161	Hepatitis B
409959	XP_393450	K02206	map05162	Measles
409959	XP_393450	K02206	map05165	Human papillomavirus infection
409959	XP_393450	K02206	map05166	Human T-cell leukemia virus 1 infection
409959	XP_393450	K02206	map05169	Epstein-Barr virus infection
409959	XP_393450	K02206	map05200	Pathways in cancer
409959	XP_393450	K02206	map05203	Viral carcinogenesis
409959	XP_393450	K02206	map05215	Prostate cancer
409959	XP_393450	K02206	map05222	Small cell lung cancer
409959	XP_393450	K02206	map05226	Gastric cancer
409961	XP_006560478	K14411	map03015	mRNA surveillance pathway
409962	XP_393452			
409963	XP_006560488	K01103	map00051	Fructose and mannose metabolism
409963	XP_006560488	K01103	map01100	
409963	XP_006560488	K01103	map04066	HIF-1 signaling pathway
409963	XP_006560488	K01103	map04152	AMPK signaling pathway
409965	XP_006564021	K08819		
409966	XP_016770201	K07843	map04713	Circadian entrainment
409966	XP_016770201	K07843	map04934	Cushing syndrome
409968	XP_006563951	K14005	map04141	Protein processing in endoplasmic reticulum
409969	XP_006559529	K05544		
409970	XP_006571068	K23377	map04350	TGF-beta signaling pathway
409972	XP_006570736			
409976	XP_393466	K20351		
409977	XP_393467			
409978	XP_393468	K02734	map03050	Proteasome
409978	XP_393468	K02734	map05010	Alzheimer disease
