ame	ncbi	ko	amepathway	amepathname
107965317	XP_016770883			
107965322	XP_016770902	K08059		
107965323	XP_016770905			
107965338	XP_026300148			
107965339	XP_016770968			
107965348	XP_016770986			
107965359	XP_016771026			
107965367	XP_016771050			
107965368	XP_016771065			
107965378	XP_016771095			
107965398	XP_026300575			
107965400	XP_026300531	K14999		
107965415	XP_016771265			
107965436	XP_016771366			
107965449	XP_016771422			
107965470	XP_016771483			
107965473	XP_016771509	K16830		
107965480	XP_016771536	K09341		
107965485	XP_016771541			
107965489	XP_026300975			
107965494	XP_016771596			
107965500	XP_016771673			
107965508	XP_016771708	K15443		
107965532	XP_016771816			
107965534	XP_016771818	K22400		
107965557	XP_016771971			
107965562	XP_026301291	K20526		
107965564	XP_016771997			
107965571	XP_016772013			
107965577	XP_016772017			
107965597	XP_016772086	K27341		
107965601	XP_016772134			
107965608	XP_016772175			
107965630	XP_016772309			
107965656	XP_026301688			
107965657	XP_016772403			
107965670	XP_016772442			
107965672	XP_016772468			
107965674	XP_016772473	K17436		
107965687	XP_016772518			
107965692	XP_016772532	K07759	ame03410	Base excision repair - Apis mellifera (honey bee)
107965706	XP_016772625			
107965722	XP_026301550			
107965746	XP_026300425			
107965749	XP_026296160	K00507	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
107965749	XP_026296160	K00507	ame01100	
107965749	XP_026296160	K00507	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
107965751	XP_026299664			
107965756	XP_026301528			
107965760	XP_026294928	K22984		
107965761	XP_026294834	K22984		
107965763	XP_026300422			
107965773	XP_026300413			
107965774	XP_026294819			
107965775	XP_026296053			
107965788	XP_016772848			
107965795	XP_026299588	K01988	ame00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Apis mellifera (honey bee)
107965795	XP_026299588	K01988	ame00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Apis mellifera (honey bee)
107965795	XP_026299588	K01988	ame01100	
107965799	XP_026295373			
107965801	XP_016772907			
107965807	XP_026301773			
107965814	XP_026300397	K00787	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
107965814	XP_026300397	K00787	ame01100	
107965817	XP_026298627	K10734		
107965822	XP_026301736			
107965825	XP_016772997			
107965827	XP_026298729			
107965828	XP_026296485	K14938	ame00981	Insect hormone biosynthesis - Apis mellifera (honey bee)
107965838	NP_001314882	K14648		
107965854	XP_016773079	K11546		
107965891	XP_016773117			
107965922	XP_026301769			
107965941	XP_026301774			
107965950	XP_026300514			
107966025	XP_016773258			
107966034	XP_026301537	K22984		
107966040	XP_026296883			
107966047	XP_016773331	K24838		
107966049	XP_016773340			
107966050	XP_026299633	K22984		
107966053	XP_016773359			
107966055	XP_026301403	K26159		
107966062	XP_026300828			
107966074	XP_026302059			
107966085	XP_016773503			
107966086	XP_026294959			
107966087	XP_016773513			
107966117	XP_016773639	K20803		
112935903	NP_001352069	K14999		
112939925	NP_001352129	K14999		
113218516	XP_026301440			
113218517	XP_026295902			
113218518	XP_006563421			
113218519	XP_016772074	K21777		
113218520	XP_016766165			
113218521	XP_391818	K27893		
113218522	XP_026297839			
113218523	XP_006558638			
113218524	XP_026298031	K17420		
113218530	XP_026301816			
113218531	XP_026301411			
113218532	XP_026300446	K09215		
113218533	XP_026294766	K22984		
113218534	XP_026300996	K03691	ame00514	Other types of O-glycan biosynthesis - Apis mellifera (honey bee)
113218537	XP_026300981			
113218538	XP_026295844			
113218539	XP_026298624			
113218540	XP_026300967			
113218541	XP_026300642			
113218543	XP_026298587			
113218544	XP_026298819			
113218545	XP_026299156	K16690	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
113218545	XP_026299156	K16690	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
113218546	XP_026296278			
113218548	XP_026300628			
113218550	XP_026301814			
113218551	XP_026294945			
113218554	XP_026295200	K09228		
113218555	XP_026295411			
113218556	XP_026295534			
113218558	XP_026296173	K00507	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
113218558	XP_026296173	K00507	ame01100	
113218558	XP_026296173	K00507	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
113218559	XP_026296477	K14620		
113218560	XP_026296510	K02728	ame03050	Proteasome - Apis mellifera (honey bee)
113218561	XP_026297073			
113218562	XP_026297101	K01312	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
113218563	XP_026297143			
113218565	XP_026297188			
113218566	XP_026297475	K10949		
113218567	XP_026297571			
113218568	XP_026297948			
113218569	XP_026298350	K14388		
113218570	XP_026298487	K22651		
113218571	XP_026298719			
113218572	XP_026299158			
113218574	XP_026300424			
113218575	XP_026300487			
113218576	XP_026300525	K13915		
113218579	XP_026300979			
113218580	XP_026301084	K17659		
113218582	XP_026302292			
113218586	XP_026294744			
113218590	XP_026294802	K14394	ame00730	Thiamine metabolism - Apis mellifera (honey bee)
113218590	XP_026294802	K14394	ame00740	Riboflavin metabolism - Apis mellifera (honey bee)
113218590	XP_026294802	K14394	ame01100	
113218594	XP_026294818	K27757		
113218595	XP_026294821			
113218597	XP_026294833			
113218599	XP_026294886			
113218602	XP_026294907	K22984		
113218604	XP_026294934			
113218605	XP_026294964			
113218609	XP_026294993			
113218616	XP_026295147			
113218618	XP_026295214			
113218623	XP_026295229			
113218627	XP_026295302			
113218630	XP_026295315	K18194		
113218635	XP_026295388			
113218636	XP_026295390			
113218638	XP_026295423			
113218639	XP_026295428			
113218640	XP_026295436			
113218647	XP_026295462	K04615	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
113218650	XP_026295464			
113218652	XP_026295496			
113218653	XP_026295497	K02607		
113218659	XP_026295531			
113218662	XP_026295532			
113218664	XP_026295560			
113218665	XP_026295564	K23733		
113218670	XP_026295630	K14590		
113218672	XP_026295663			
113218709	XP_026295778	K09572		
113218712	XP_026295806			
113218713	XP_026295813			
113218714	XP_026295818			
113218716	XP_026295854	K23168		
113218719	XP_026295910			
113218723	XP_026295945			
113218730	XP_026295987			
113218735	XP_026296030			
113218736	XP_026296061			
113218737	XP_026296070			
113218738	XP_026296122			
113218745	XP_026296204			
113218746	XP_026296208	K10277		
113218751	XP_026296279			
113218757	XP_026296343	K02730	ame03050	Proteasome - Apis mellifera (honey bee)
113218759	XP_026296346			
113218760	XP_026296356	K00965	ame00052	Galactose metabolism - Apis mellifera (honey bee)
113218760	XP_026296356	K00965	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
113218760	XP_026296356	K00965	ame01100	
113218760	XP_026296356	K00965	ame01250	Biosynthesis of nucleotide sugars - Apis mellifera (honey bee)
113218762	XP_026296395			
113218763	XP_026296396			
113218765	XP_026296415			
113218767	XP_026296430			
113218771	XP_026296491			
113218772	XP_026296503	K21232	ame04122	Sulfur relay system - Apis mellifera (honey bee)
113218774	XP_026296511			
113218775	XP_026296515			
113218779	XP_026296602	K20097		
113218781	XP_026296616			
113218784	XP_026296654			
113218785	XP_026296659			
113218786	XP_026296660			
113218787	XP_026296667			
113218788	XP_026296683	K09228		
113218789	XP_026296686			
113218790	XP_026296690			
113218791	XP_026296697			
113218792	XP_026296699			
113218800	XP_026296769	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
113218803	XP_026296786			
113218807	XP_026296823			
113218808	XP_026296829	K25059		
113218809	XP_026296832			
113218812	XP_026296853			
113218813	XP_026296875			
113218818	XP_026296907			
113218825	XP_026296948			
113218829	XP_026296989	K20301		
113218830	XP_026296992	K00699	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00053	Ascorbate and aldarate metabolism - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00830	Retinol metabolism - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00860	Porphyrin metabolism - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00980	Metabolism of xenobiotics by cytochrome P450 - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00982	Drug metabolism - cytochrome P450 - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
113218830	XP_026296992	K00699	ame01100	
113218830	XP_026296992	K00699	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
113218831	XP_026297001	K27755		
113218833	XP_026297025			
113218834	XP_026297034	K00418	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
113218834	XP_026297034	K00418	ame01100	
113218840	XP_026297052	K18168		
113218845	XP_026297079			
113218848	XP_026297097			
113218849	XP_026297100			
113218850	XP_026297113	K27491		
113218863	XP_026297171			
113218864	XP_026297180			
113218865	XP_026297192	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
113218866	XP_026297193			
113218867	XP_026297202			
113218873	XP_026297213			
113218874	XP_026297214			
113218876	XP_026297231			
113218879	XP_026297247			
113218892	XP_026297433	K02970	ame03010	Ribosome - Apis mellifera (honey bee)
113218895	XP_026297476	K02435	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
113218895	XP_026297476	K02435	ame01100	
113218900	XP_026297579			
113218902	XP_026297621			
113218903	XP_026297622			
113218906	XP_026297687			
113218907	XP_026297690			
113218912	XP_026297785			
113218918	XP_026297844			
113218919	XP_026297847			
113218925	XP_026297926			
113218929	XP_026297969	K24732		
113218932	XP_026298000			
113218934	XP_026298034			
113218935	XP_026298040			
113218937	XP_026298057			
113218939	XP_026298102			
113218943	XP_026298119			
113218950	XP_026298166	K18633		
113218951	XP_026298205			
113218956	XP_026298246			
113218957	XP_026298258	K06133	ame00770	Pantothenate and CoA biosynthesis - Apis mellifera (honey bee)
113218957	XP_026298258	K06133	ame01100	
113218958	XP_026298263	K04565	ame04146	Peroxisome - Apis mellifera (honey bee)
113218958	XP_026298263	K04565	ame04213	Longevity regulating pathway - multiple species - Apis mellifera (honey bee)
113218959	XP_026298267			
113218965	XP_026298353	K19934		
113218967	XP_026298375			
113218982	XP_026298489			
113218983	XP_026298499	K07565		
113218987	XP_026298535			
113218988	XP_026298543			
113218990	XP_026298548			
113218991	XP_026298549	K15110		
113218993	XP_026298615			
113219000	XP_026298641			
113219001	XP_026298712			
113219002	XP_026298713			
113219003	XP_026298718	K10203	ame00062	Fatty acid elongation - Apis mellifera (honey bee)
113219003	XP_026298718	K10203	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
113219003	XP_026298718	K10203	ame01100	
113219003	XP_026298718	K10203	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
113219004	XP_026298723	K15700		
113219005	XP_026298730	K10203	ame00062	Fatty acid elongation - Apis mellifera (honey bee)
113219005	XP_026298730	K10203	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
113219005	XP_026298730	K10203	ame01100	
113219005	XP_026298730	K10203	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
113219006	XP_026298736	K09640		
113219007	XP_026298738			
113219008	XP_026298739			
113219009	XP_026298742	K16466		
113219010	XP_026298743			
113219011	XP_026298746			
113219012	XP_026298747	K17570		
113219014	XP_026298749			
113219015	XP_026298757	K02919	ame03010	Ribosome - Apis mellifera (honey bee)
113219028	XP_026298886			
113219029	XP_026298927			
113219034	XP_026298989			
113219042	XP_026299054			
113219045	XP_026299126			
113219047	XP_026299148			
113219048	XP_026299149			
113219049	XP_026299160			
113219050	XP_026299162			
113219052	XP_026299179			
113219054	XP_026299200			
113219062	XP_026299239			
113219068	XP_026299406			
113219070	XP_026299424			
113219078	XP_026299454			
113219079	XP_026299455			
113219083	XP_026299470			
113219086	XP_026299482	K10980	ame03450	Non-homologous end-joining - Apis mellifera (honey bee)
113219091	XP_026299516	K00413	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
113219091	XP_026299516	K00413	ame01100	
113219092	XP_026299525			
113219093	XP_026299530			
113219100	XP_026299551			
113219102	XP_026299560	K27896		
113219103	XP_026299572	K17795		
113219105	XP_026299592			
113219109	XP_026299632			
113219111	XP_026299648	K02437	ame00260	Glycine, serine and threonine metabolism - Apis mellifera (honey bee)
113219111	XP_026299648	K02437	ame00630	Glyoxylate and dicarboxylate metabolism - Apis mellifera (honey bee)
113219111	XP_026299648	K02437	ame00670	One carbon pool by folate - Apis mellifera (honey bee)
113219111	XP_026299648	K02437	ame00785	Lipoic acid metabolism - Apis mellifera (honey bee)
113219111	XP_026299648	K02437	ame01100	
113219111	XP_026299648	K02437	ame01200	Carbon metabolism - Apis mellifera (honey bee)
113219112	XP_026299652			
113219115	XP_026299689	K14836		
113219119	XP_026299710			
113219121	XP_026299716			
113219124	XP_026299741			
113219136	XP_026299817			
113219137	XP_026299842			
113219140	XP_026299859			
113219152	XP_026300123			
113219160	XP_026300212			
113219161	XP_026300213			
113219163	XP_026300232			
113219164	XP_026300258			
113219185	XP_026300401			
113219195	XP_026300486			
113219196	XP_026300489			
113219203	XP_026300535	K14999		
113219204	XP_026300570			
113219209	XP_026300581			
113219210	XP_026300582			
113219211	XP_026300583	K09215		
113219217	XP_026300676	K09070		
113219218	XP_026300704			
113219221	XP_026300733			
113219222	XP_026300754			
113219225	XP_026300794			
113219226	XP_026300827			
113219228	XP_026300872	K24842		
113219230	XP_026300889	K22816		
113219234	XP_026300926			
113219236	XP_026300960			
113219237	XP_026300964			
113219239	XP_026300970			
113219240	XP_026300971			
113219241	XP_026300978	K19750		
113219244	XP_026301031			
113219245	XP_026301032	K10268		
113219250	XP_026301082			
113219252	XP_026301114			
113219256	XP_026301134	K10739	ame03030	DNA replication - Apis mellifera (honey bee)
113219256	XP_026301134	K10739	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
113219256	XP_026301134	K10739	ame03430	Mismatch repair - Apis mellifera (honey bee)
113219256	XP_026301134	K10739	ame03440	Homologous recombination - Apis mellifera (honey bee)
113219256	XP_026301134	K10739	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
113219257	XP_026301143	K16589		
113219259	XP_026301185			
113219264	XP_026301240			
113219265	XP_026301257	K01312	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
113219268	XP_026301311			
113219269	XP_026301315			
113219273	XP_026301326			
113219280	XP_026301404			
113219283	XP_026301423	K07555		
113219298	XP_026301517	K04599		
113219301	XP_026301542			
113219302	XP_026301548			
113219304	XP_026301565			
113219314	XP_026301629	K27304		
113219316	XP_026301634			
113219318	XP_026301648	K12591	ame03018	RNA degradation - Apis mellifera (honey bee)
113219319	XP_026301653			
113219320	XP_026301654			
113219326	XP_026301692			
113219327	XP_026301693			
113219328	XP_026301696	K23929		
113219329	XP_026301711			
113219336	XP_026301729			
113219342	XP_026301730			
113219343	XP_026301732			
113219351	XP_026301734			
113219358	XP_026301737			
113219359	XP_026301754	K08336	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
113219359	XP_026301754	K08336	ame04136	Autophagy - other - Apis mellifera (honey bee)
113219359	XP_026301754	K08336	ame04140	Autophagy - animal - Apis mellifera (honey bee)
113219360	XP_026301761			
113219361	XP_026301764			
113219362	XP_026301767			
113219366	XP_026301772			
113219367	XP_026301778			
113219370	XP_026301780			
113219371	XP_026301782			
113219372	XP_026301783			
113219380	XP_026301785			
113219394	XP_026301822			
113219395	XP_026301835			
113219396	XP_026301836			
113219398	XP_026301889			
113219403	XP_026302041	K05360	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
113219403	XP_026302041	K05360	ame01100	
113219404	XP_026302043			
