K14018	dme:Dmel_CG5105
K15297	dme:Dmel_CG33547
K13026	dme:Dmel_CG1582
K15216	dme:Dmel_CG3278
K14803	dme:Dmel_CG17746
K08669	dme:Dmel_CG8464
K15414	dme:Dmel_CG6459
K15631	dme:Dmel_CG1692
K15700	dme:Dmel_CG8786
K15710	dme:Dmel_CG7376
K12171	dme:Dmel_CG4909
K09364	dme:Dmel_CG34395
K04615	dme:Dmel_CG6706
K15690	dme:Dmel_CG16807
K15692	dme:Dmel_CG10277
K15719	dme:Dmel_CG5871
K15698	dme:Dmel_CG15814
K15703	dme:Dmel_CG2304
K11368	dme:Dmel_CG14612
K15174	dme:Dmel_CG12674
K15178	dme:Dmel_CG31703
K15178	dme:Dmel_CG31702
K15178	dme:Dmel_CG12498
K15262	dme:Dmel_CG9286
K15683	dme:Dmel_CG15011
K15686	dme:Dmel_CG11360
K15693	dme:Dmel_CG2617
K15376	dme:Dmel_CG2945
K15332	dme:Dmel_CG3808
K15280	dme:Dmel_CG14971
K15281	dme:Dmel_CG3874
K15283	dme:Dmel_CG14621
K05336	dme:Dmel_CG3897
K15542	dme:Dmel_CG1109
K05048	dme:Dmel_CG10804
K05039	dme:Dmel_CG15444
K15235	dme:Dmel_CG3781
K15837	dme:Dmel_CG5692
K15278	dme:Dmel_CG3774
K15278	dme:Dmel_CG14511
K01835	dme:Dmel_CG8073
K15173	dme:Dmel_CG2684
K15188	dme:Dmel_CG6292
K15189	dme:Dmel_CG3508
K15203	dme:Dmel_CG42516
K15279	dme:Dmel_CG9620
K15516	dme:Dmel_CG6203
K15865	dme:Dmel_CG6550
K15902	dme:Dmel_CG42498
K08678	dme:Dmel_CG7979
K04209	dme:Dmel_CG1147
K17906	dme:Dmel_CG1241
K00248	dme:Dmel_CG4860
K15979	dme:Dmel_CG7008
K24874	dme:Dmel_CG10604
K21444	dme:Dmel_CG7437
K16449	dme:Dmel_CG42450
K16056	dme:Dmel_CG11430
K09560	dme:Dmel_CG32789
K01312	dme:Dmel_CG30028
K06497	dme:Dmel_CG18816
K03958	dme:Dmel_CG40472
K03671	dme:Dmel_CG8993
K05323	dme:Dmel_CG8713
K16059	dme:Dmel_CG9126
K23840	dme:Dmel_CG6207
K04209	dme:Dmel_CG7395
K18932	dme:Dmel_CG10344
K18932	dme:Dmel_CG17195
K18932	dme:Dmel_CG17196
K18932	dme:Dmel_CG17197
K18932	dme:Dmel_CG17198
K18932	dme:Dmel_CG18810
K18932	dme:Dmel_CG4676
K18932	dme:Dmel_CG4956
K23841	dme:Dmel_CG1103
K14316	dme:Dmel_CG14712
K24726	dme:Dmel_CG42380
K24015	dme:Dmel_CG18437
K16055	dme:Dmel_CG4104
K16060	dme:Dmel_CG8293
K21440	dme:Dmel_CG10011
K07903	dme:Dmel_CG17060
K09083	dme:Dmel_CG10393
K09083	dme:Dmel_CG7760
K17095	dme:Dmel_CG5730
K01116	dme:Dmel_CG4200
K16307	dme:Dmel_CG4012
K16518	dme:Dmel_CG3249
K16547	dme:Dmel_CG10346
K16526	dme:Dmel_CG4132
K10779	dme:Dmel_CG4548
K16610	dme:Dmel_CG4089
K16582	dme:Dmel_CG16716
K16602	dme:Dmel_CG31108
K16609	dme:Dmel_CG1550
K16605	dme:Dmel_CG6931
K16601	dme:Dmel_CG3964
K07852	dme:Dmel_CG8519
K16530	dme:Dmel_CG8252
K04681	dme:Dmel_CG5083
K16336	dme:Dmel_CG10497
K00232	dme:Dmel_CG4586
K04955	dme:Dmel_CG8585
K16531	dme:Dmel_CG13232
K16540	dme:Dmel_CG1625
K01312	dme:Dmel_CG12351
K07374	dme:Dmel_CG8308
K16175	dme:Dmel_CG43398
K16219	dme:Dmel_CG1675
K16174	dme:Dmel_CG10757
K18592	dme:Dmel_CG1492
K08656	dme:Dmel_CG3744
K09098	dme:Dmel_CG42865
K16601	dme:Dmel_CG16833
K16185	dme:Dmel_CG11968
K16621	dme:Dmel_CG5562
K16186	dme:Dmel_CG8707
K23837	dme:Dmel_CG9236
K11593	dme:Dmel_CG7439
K16449	dme:Dmel_CG5036
K16449	dme:Dmel_CG9108
K16449	dme:Dmel_CG5248
K06129	dme:Dmel_CG18858
K16474	dme:Dmel_CG12548
K16461	dme:Dmel_CG17081
K16465	dme:Dmel_CG17493
K16570	dme:Dmel_CG10988
K16589	dme:Dmel_CG11881
K16536	dme:Dmel_CG10653
K16548	dme:Dmel_CG16747
K16569	dme:Dmel_CG3917
K16571	dme:Dmel_CG6176
K16573	dme:Dmel_CG5688
K16572	dme:Dmel_CG9201
K16572	dme:Dmel_CG32232
K16575	dme:Dmel_CG6174
K16576	dme:Dmel_CG12235
K16578	dme:Dmel_CG32435
K08596	dme:Dmel_CG12717
K16469	dme:Dmel_CG6129
K16470	dme:Dmel_CG13617
K16471	dme:Dmel_CG5964
K04962	dme:Dmel_CG10844
K16473	dme:Dmel_CG30441
K16488	dme:Dmel_CG45105
K16487	dme:Dmel_CG15524
K16500	dme:Dmel_CG31009
K04958	dme:Dmel_CG1063
K16302	dme:Dmel_CG42595
K16482	dme:Dmel_CG10191
K16484	dme:Dmel_CG13162
K16458	dme:Dmel_CG10137
K16310	dme:Dmel_CG4629
K16311	dme:Dmel_CG4290
K16462	dme:Dmel_CG9170
K04445	dme:Dmel_CG6297
K16507	dme:Dmel_CG17941
K07890	dme:Dmel_CG17515
K16513	dme:Dmel_CG42673
K16582	dme:Dmel_CG5987
K07925	dme:Dmel_CG12156
K07893	dme:Dmel_CG6601
K08592	dme:Dmel_CG12359
K08592	dme:Dmel_CG32110
K04412	dme:Dmel_CG11228
K06633	dme:Dmel_CG32417
K17065	dme:Dmel_CG3210
K16453	dme:Dmel_CG14617
K10950	dme:Dmel_CG1333
K14457	dme:Dmel_CG1942
K08827	dme:Dmel_CG7028
K12587	dme:Dmel_CG8025
K16196	dme:Dmel_CG1609
K08833	dme:Dmel_CG7097
K16308	dme:Dmel_CG10522
K08835	dme:Dmel_CG7693
K08596	dme:Dmel_CG10107
K10635	dme:Dmel_CG6923
K16315	dme:Dmel_CG40080
K08855	dme:Dmel_CG1107
K10839	dme:Dmel_CG10694
K16309	dme:Dmel_CG7719
K16335	dme:Dmel_CG6064
K16340	dme:Dmel_CG10493
K16343	dme:Dmel_CG6718
K16344	dme:Dmel_CG14812
K13347	dme:Dmel_CG7970
K13348	dme:Dmel_CG1662
K13348	dme:Dmel_CG32262
K13348	dme:Dmel_CG32263
K13348	dme:Dmel_CG5906
K19513	dme:Dmel_CG12753
K05695	dme:Dmel_CG10443
K05628	dme:Dmel_CG6964
K02906	dme:Dmel_CG8288
K02864	dme:Dmel_CG11488
K02888	dme:Dmel_CG9730
K02881	dme:Dmel_CG12373
K16829	dme:Dmel_CG5785
K16832	dme:Dmel_CG1212
K16833	dme:Dmel_CG6380
K16765	dme:Dmel_CG7886
K16795	dme:Dmel_CG8962
K16753	dme:Dmel_CG7251
K16753	dme:Dmel_CG18266
K16672	dme:Dmel_CG17117
K09851	dme:Dmel_CG4656
K09855	dme:Dmel_CG5053
K02876	dme:Dmel_CG5219
K02887	dme:Dmel_CG11258
K02879	dme:Dmel_CG13880
K02867	dme:Dmel_CG3351
K02863	dme:Dmel_CG7494
K02884	dme:Dmel_CG8039
K16687	dme:Dmel_CG4005
K16689	dme:Dmel_CG5988
K16743	dme:Dmel_CG6875
K16744	dme:Dmel_CG14870
K16746	dme:Dmel_CG14825
K02967	dme:Dmel_CG2937
K02961	dme:Dmel_CG4326
K02970	dme:Dmel_CG32854
K16750	dme:Dmel_CG14145
K04565	dme:Dmel_CG5948
K16689	dme:Dmel_CG5993
K16833	dme:Dmel_CG10574
K16828	dme:Dmel_CG5052
K16782	dme:Dmel_CG3894
K16677	dme:Dmel_CG42840
K16678	dme:Dmel_CG12919
K16679	dme:Dmel_CG6531
K16680	dme:Dmel_CG12676
K16781	dme:Dmel_CG13691
K16714	dme:Dmel_CG6631
K16719	dme:Dmel_CG8233
K00901	dme:Dmel_CG42667
K00747	dme:Dmel_CG43313
K03083	dme:Dmel_CG31003
K14650	dme:Dmel_CG2009
K12824	dme:Dmel_CG42724
K13207	dme:Dmel_CG43065
K14309	dme:Dmel_CG11092
K14570	dme:Dmel_CG42666
K10478	dme:Dmel_CG43226
K05048	dme:Dmel_CG43066
K14353	dme:Dmel_CG3811
K13754	dme:Dmel_CG13223
K05637	dme:Dmel_CG42677
K15369	dme:Dmel_CG43227
K19599	dme:Dmel_CG14226
K02902	dme:Dmel_CG3782
K02886	dme:Dmel_CG7636
K02899	dme:Dmel_CG33002
K05312	dme:Dmel_CG11822
K02878	dme:Dmel_CG3109
K02892	dme:Dmel_CG1320
K02939	dme:Dmel_CG31478
K02874	dme:Dmel_CG14048
K02913	dme:Dmel_CG3712
K16756	dme:Dmel_CG32137
K16759	dme:Dmel_CG31638
K16831	dme:Dmel_CG6897
K16748	dme:Dmel_CG1126
K12076	dme:Dmel_CG1725
K09232	dme:Dmel_CG4677
K09267	dme:Dmel_CG32139
K16803	dme:Dmel_CG5000
K16736	dme:Dmel_CR43018
K09228	dme:Dmel_CG11902
K17804	dme:Dmel_CG11779
K16733	dme:Dmel_CG13345
K17785	dme:Dmel_CG6455
K17784	dme:Dmel_CG12479
K16733	dme:Dmel_CG2595
K02890	dme:Dmel_CG4742
K02926	dme:Dmel_CG5818
K16669	dme:Dmel_CG3352
K02907	dme:Dmel_CG7038
K02895	dme:Dmel_CG8849
K09856	dme:Dmel_CG13875
K02959	dme:Dmel_CG8338
K02963	dme:Dmel_CG9688
K02992	dme:Dmel_CG5108
K02946	dme:Dmel_CG4247
K02963	dme:Dmel_CG31450
K00476	dme:Dmel_CG8421
K05619	dme:Dmel_CG7356
K16676	dme:Dmel_CG32018
K16675	dme:Dmel_CG42318
K16681	dme:Dmel_CG6383
K16682	dme:Dmel_CG11063
K16683	dme:Dmel_CG4114
K16684	dme:Dmel_CG14228
K16685	dme:Dmel_CG33967
K02950	dme:Dmel_CG7925
K02954	dme:Dmel_CG32531
K02956	dme:Dmel_CG4207
K02948	dme:Dmel_CG5184
K16686	dme:Dmel_CG33193
K16689	dme:Dmel_CG33542
K16690	dme:Dmel_CG10491
K16691	dme:Dmel_CG32179
K16688	dme:Dmel_CG1768
K02996	dme:Dmel_CG2957
K02990	dme:Dmel_CG15016
K17800	dme:Dmel_CG4589
K02916	dme:Dmel_CG13410
K02935	dme:Dmel_CG5012
K16715	dme:Dmel_CG8262
K16721	dme:Dmel_CG17295
K16720	dme:Dmel_CG4786
K16718	dme:Dmel_CG4832
K02919	dme:Dmel_CG18767
K17781	dme:Dmel_CG11611
K16726	dme:Dmel_CG33106
K27075	dme:Dmel_CG14174
K16731	dme:Dmel_CG4840
K16734	dme:Dmel_CG3437
K02914	dme:Dmel_CG34147
K02911	dme:Dmel_CG12220
K16732	dme:Dmel_CG11207
K10251	dme:Dmel_CG1444
K17776	dme:Dmel_CG9393
K04397	dme:Dmel_CG7788
K04377	dme:Dmel_CG10798
K10149	dme:Dmel_CG33336
K16674	dme:Dmel_CG10917
K04640	dme:Dmel_CG12232
K16943	dme:Dmel_CG9699
K08031	dme:Dmel_CG11186
K14226	dme:Dmel_CR34084
K18488	dme:Dmel_CG3629
K16970	dme:Dmel_CR43011
K16942	dme:Dmel_CG1403
K16865	dme:Dmel_CG10990
K04392	dme:Dmel_CG5588
K08041	dme:Dmel_CG9533
K03331	dme:Dmel_CG7322
K16972	dme:Dmel_CR43027
K13443	dme:Dmel_CG11314
K00799	dme:Dmel_CG16936
K00799	dme:Dmel_CG17533
K00799	dme:Dmel_CG5224
K24092	dme:Dmel_CG32042
K05330	dme:Dmel_CG4370
K05330	dme:Dmel_CG44159
K03440	dme:Dmel_CG4805
K16983	dme:Dmel_CR43033
K17008	dme:Dmel_CR42955
K17041	dme:Dmel_CR43044
K16977	dme:Dmel_CR42891
K16980	dme:Dmel_CR42949
K16994	dme:Dmel_CR43029
K17043	dme:Dmel_CG7878
K17046	dme:Dmel_CG5935
K08471	dme:Dmel_CG13948
K14224	dme:Dmel_CR34081
K12823	dme:Dmel_CG10777
K03440	dme:Dmel_CG10972
K03440	dme:Dmel_CG33508
K03440	dme:Dmel_CG34059
K03440	dme:Dmel_CG33289
K03440	dme:Dmel_CG34058
K03440	dme:Dmel_CG8527
K03440	dme:Dmel_CG11209
K03440	dme:Dmel_CG15555
K03440	dme:Dmel_CG12048
K03440	dme:Dmel_CG14239
K03440	dme:Dmel_CG9499
K03440	dme:Dmel_CG18287
K03440	dme:Dmel_CG7577
K03440	dme:Dmel_CG18110
K03440	dme:Dmel_CG31065
K03440	dme:Dmel_CG9501
K14277	dme:Dmel_CR31854
K27804	dme:Dmel_CG32045
K08471	dme:Dmel_CG31748
K26283	dme:Dmel_CG4585
K24062	dme:Dmel_CG6167
K24093	dme:Dmel_CG33717
K05643	dme:Dmel_CG1718
K05643	dme:Dmel_CG6052
K08471	dme:Dmel_CG31280
K08471	dme:Dmel_CG33083
K16860	dme:Dmel_CG9248
K16862	dme:Dmel_CG12314
K09041	dme:Dmel_CG43286
K09075	dme:Dmel_CG3052
K09371	dme:Dmel_CG32105
K10712	dme:Dmel_CG7550
K14677	dme:Dmel_CG6726
K20677	dme:Dmel_CG6361
K10345	dme:Dmel_CG14041
K08471	dme:Dmel_CG30330
K08471	dme:Dmel_CG31622
K08471	dme:Dmel_CG33150
K08471	dme:Dmel_CG31747
K04675	dme:Dmel_CG1891
K05330	dme:Dmel_CG10369
K03440	dme:Dmel_CG8546
K03440	dme:Dmel_CG3478
K00502	dme:Dmel_CG9122
K01432	dme:Dmel_CG9542
K01934	dme:Dmel_CG34424
K04378	dme:Dmel_CG3411
K08074	dme:Dmel_CG6650
K08366	dme:Dmel_CG14149
K01097	dme:Dmel_CG15771
K13675	dme:Dmel_CG9109
K00699	dme:Dmel_CG5724
K14231	dme:Dmel_CR34082
K14230	dme:Dmel_CR34062
K14218	dme:Dmel_CR34077
K14220	dme:Dmel_CR34079
K14236	dme:Dmel_CR34066
K16939	dme:Dmel_CG4173
K16939	dme:Dmel_CG2916
K14233	dme:Dmel_CR34091
K14237	dme:Dmel_CR34095
K14225	dme:Dmel_CR34075
K16944	dme:Dmel_CG8705
K04659	dme:Dmel_CG11326
K14228	dme:Dmel_CR34068
K06947	dme:Dmel_CG8414
K00799	dme:Dmel_CG30000
K16914	dme:Dmel_CG2982
K16912	dme:Dmel_CG32075
K14277	dme:Dmel_CR31850
K14277	dme:Dmel_CR33788
K14277	dme:Dmel_CR32882
K14277	dme:Dmel_CR32913
K14277	dme:Dmel_CR32878
K14280	dme:Dmel_CR31379
K14280	dme:Dmel_CR32867
K14280	dme:Dmel_CR31539
K13443	dme:Dmel_CG11315
K00799	dme:Dmel_CG4421
K09404	dme:Dmel_CG11799
K17178	dme:Dmel_CR42991
K07955	dme:Dmel_CG7891
K14223	dme:Dmel_CR34061
K17168	dme:Dmel_CR42897
K17183	dme:Dmel_CR42964
K17233	dme:Dmel_CG4482
K17083	dme:Dmel_CG14991
K07950	dme:Dmel_CG7197
K17095	dme:Dmel_CG9968
K04448	dme:Dmel_CG2275
K04409	dme:Dmel_CG14895
K02561	dme:Dmel_CG33134
K17108	dme:Dmel_CG33090
K08872	dme:Dmel_CG3008
K08271	dme:Dmel_CG40293
K17424	dme:Dmel_CG5479
K17267	dme:Dmel_CG1528
K17301	dme:Dmel_CG6223
K17425	dme:Dmel_CG2109
K17436	dme:Dmel_CG14283
K17430	dme:Dmel_CG4647
K17458	dme:Dmel_CG6896
K07945	dme:Dmel_CG2219
K17197	dme:Dmel_CG1669
K17339	dme:Dmel_CG6668
K17383	dme:Dmel_CG1921
K08829	dme:Dmel_CG42366
K17335	dme:Dmel_CG11172
K17403	dme:Dmel_CG13608
K17406	dme:Dmel_CG4882
K17409	dme:Dmel_CG8470
K17418	dme:Dmel_CG42632
K17419	dme:Dmel_CG15871
K17420	dme:Dmel_CG17166
K10402	dme:Dmel_CG12298
K17391	dme:Dmel_CG1691
K11142	dme:Dmel_CG6372
K07189	dme:Dmel_CG9238
K06620	dme:Dmel_CG6376
K02503	dme:Dmel_CG2862
K07883	dme:Dmel_CG7576
K17441	dme:Dmel_CG2762
K11419	dme:Dmel_CG43664
K03098	dme:Dmel_CG33126
K17307	dme:Dmel_CG31999
K17086	dme:Dmel_CG9318
K17428	dme:Dmel_CG9378
K19603	dme:Dmel_CG32703
K19612	dme:Dmel_CG31759
K17278	dme:Dmel_CG16957
K17279	dme:Dmel_CG4960
K17279	dme:Dmel_CG8331
K17387	dme:Dmel_CG1258
K17401	dme:Dmel_CG12261
K17345	dme:Dmel_CG9093
K17346	dme:Dmel_CG4591
K17350	dme:Dmel_CG4690
K17356	dme:Dmel_CG6323
K17411	dme:Dmel_CG10406
K17255	dme:Dmel_CG4422
K17402	dme:Dmel_CG31842
K17404	dme:Dmel_CG14413
K17413	dme:Dmel_CG2101
K17284	dme:Dmel_CG9057
K17286	dme:Dmel_CG14644
K17286	dme:Dmel_CG33253
K17286	dme:Dmel_CG42540
K17286	dme:Dmel_CG7635
K04427	dme:Dmel_CG4803
K12323	dme:Dmel_CG3216
K07841	dme:Dmel_CG8500
K17292	dme:Dmel_CG1890
K17278	dme:Dmel_CG9066
K07901	dme:Dmel_CG8287
K07880	dme:Dmel_CG4921
K08853	dme:Dmel_CG10637
K07921	dme:Dmel_CG7980
K07899	dme:Dmel_CG9994
K17079	dme:Dmel_CG8479
K13578	dme:Dmel_CG14026
K04674	dme:Dmel_CG8224
K17257	dme:Dmel_CG7739
K17081	dme:Dmel_CG15081
K08838	dme:Dmel_CG5169
K17260	dme:Dmel_CG9901
K17302	dme:Dmel_CG6699
K17262	dme:Dmel_CG11242
K17264	dme:Dmel_CG10029
K17264	dme:Dmel_CG9911
K17087	dme:Dmel_CG10590
K17268	dme:Dmel_CG9543
K17336	dme:Dmel_CG8649
K07937	dme:Dmel_CG8385
K17086	dme:Dmel_CG7364
K14228	dme:Dmel_CR34093
K17277	dme:Dmel_CG4276
K17277	dme:Dmel_CG8907
K08825	dme:Dmel_CG42273
K17369	dme:Dmel_CR43012
K08066	dme:Dmel_CG3075
K17361	dme:Dmel_CG13771
K17361	dme:Dmel_CG1635
K17361	dme:Dmel_CG1638
K17361	dme:Dmel_CG1774
K09409	dme:Dmel_CG43067
K17461	dme:Dmel_CG5392
K08798	dme:Dmel_CG6715
K17435	dme:Dmel_CG9353
K17433	dme:Dmel_CG1577
K17353	dme:Dmel_CG4999
K17362	dme:Dmel_CG16985
K17362	dme:Dmel_CG16986
K17261	dme:Dmel_CG33979
K17263	dme:Dmel_CG5366
K17405	dme:Dmel_CG7354
K17407	dme:Dmel_CG5497
K17285	dme:Dmel_CG7966
K17410	dme:Dmel_CG5904
K17412	dme:Dmel_CG42648
K17408	dme:Dmel_CG3633
K17365	dme:Dmel_CR42883
K17421	dme:Dmel_CG5242
K17422	dme:Dmel_CG12954
K17423	dme:Dmel_CG12921
K17426	dme:Dmel_CG6949
K17427	dme:Dmel_CG13922
K17434	dme:Dmel_CG30481
K17431	dme:Dmel_CG8612
K17432	dme:Dmel_CG13098
K17352	dme:Dmel_CG5492
K16728	dme:Dmel_CG2919
K17429	dme:Dmel_CG17642
K17439	dme:Dmel_CG5430
K17607	dme:Dmel_CG9578
K17491	dme:Dmel_CG9351
K06269	dme:Dmel_CG3245
K06269	dme:Dmel_CG41534
K12751	dme:Dmel_CG3201
K12757	dme:Dmel_CG3595
K17479	dme:Dmel_CG12206
K17479	dme:Dmel_CG31559
K17496	dme:Dmel_CG2713
K17496	dme:Dmel_CG12313
K17496	dme:Dmel_CG6691
K17498	dme:Dmel_CG9915
K17501	dme:Dmel_CG10376
K17506	dme:Dmel_CG7115
K04650	dme:Dmel_CG4013
K17509	dme:Dmel_CG3626
K11479	dme:Dmel_CG6620
K17542	dme:Dmel_CG1344
K17543	dme:Dmel_CG8726
K17623	dme:Dmel_CG15441
K17605	dme:Dmel_CG3289
K17606	dme:Dmel_CG31852
K17601	dme:Dmel_CG6734
K07277	dme:Dmel_CG7639
K06269	dme:Dmel_CG10138
K17536	dme:Dmel_CG6556
K02434	dme:Dmel_CG5463
K02433	dme:Dmel_CG6007
K06082	dme:Dmel_CG44193
K17580	dme:Dmel_CG33286
K17583	dme:Dmel_CG9004
K02435	dme:Dmel_CG33649
K17493	dme:Dmel_CG33130
K17554	dme:Dmel_CG18375
K17555	dme:Dmel_CG17124
K13248	dme:Dmel_CG14212
K17553	dme:Dmel_CG13994
K17598	dme:Dmel_CG44012
K01981	dme:Dmel_CR33443
K01981	dme:Dmel_CR33354
K01981	dme:Dmel_CR33426
K01981	dme:Dmel_CR33359
K01981	dme:Dmel_CR33388
K01981	dme:Dmel_CR33400
K01981	dme:Dmel_CR33366
K17659	dme:Dmel_CG4679
K17553	dme:Dmel_CG42707
K17605	dme:Dmel_CG2104
K17605	dme:Dmel_CG8509
K17635	dme:Dmel_CG8865
K17675	dme:Dmel_CG9791
K10147	dme:Dmel_CG2984
K17572	dme:Dmel_CG5937
K17576	dme:Dmel_CG31635
K17497	dme:Dmel_CG10688
K05704	dme:Dmel_CG7524
K17562	dme:Dmel_CG6607
K15423	dme:Dmel_CG11597
K17570	dme:Dmel_CG15824
K17597	dme:Dmel_CG5753
K01981	dme:Dmel_CR33420
K01981	dme:Dmel_CR33418
K01981	dme:Dmel_CR33409
K01981	dme:Dmel_CR33429
K01981	dme:Dmel_CR33360
K01981	dme:Dmel_CR33367
K08805	dme:Dmel_CG17528
K17584	dme:Dmel_CG11399
K17591	dme:Dmel_CG43073
K17617	dme:Dmel_CG1696
K17569	dme:Dmel_CG4281
K17541	dme:Dmel_CG1951
K17544	dme:Dmel_CG4041
K10356	dme:Dmel_CG5501
K17608	dme:Dmel_CG7392
K17595	dme:Dmel_CG4057
K17183	dme:Dmel_CR42882
K01981	dme:Dmel_CR33375
K01981	dme:Dmel_CR33411
K01981	dme:Dmel_CR33353
K01981	dme:Dmel_CR33406
K01981	dme:Dmel_CR33422
K01981	dme:Dmel_CR33383
K01981	dme:Dmel_CR33379
K01981	dme:Dmel_CR33365
K01981	dme:Dmel_CR33364
K01981	dme:Dmel_CR33423
K01981	dme:Dmel_CR33424
K01981	dme:Dmel_CR33396
K01981	dme:Dmel_CR33381
K01981	dme:Dmel_CR33408
K01981	dme:Dmel_CR33427
K01981	dme:Dmel_CR33432
K01981	dme:Dmel_CR33440
K01981	dme:Dmel_CR33392
K01981	dme:Dmel_CR33445
K01981	dme:Dmel_CR33372
K01981	dme:Dmel_CR33403
K01981	dme:Dmel_CR33401
K01981	dme:Dmel_CR33439
K01981	dme:Dmel_CR33378
K01981	dme:Dmel_CR33384
K01981	dme:Dmel_CR33431
K01981	dme:Dmel_CR33419
K17654	dme:Dmel_CG5190
K17655	dme:Dmel_CG15896
K08889	dme:Dmel_CG8874
K17610	dme:Dmel_CG32812
K04461	dme:Dmel_CG6036
K17633	dme:Dmel_CG42684
K17680	dme:Dmel_CG5924
K17686	dme:Dmel_CG1886
K17508	dme:Dmel_CG12091
K17508	dme:Dmel_CG15035
K17508	dme:Dmel_CG7615
K17492	dme:Dmel_CG14513
K08858	dme:Dmel_CG11221
K17512	dme:Dmel_CG18247
K17525	dme:Dmel_CG8460
K19871	dme:Dmel_CG6464
K19897	dme:Dmel_CG6588
K06269	dme:Dmel_CG8822
K17494	dme:Dmel_CG4272
K17503	dme:Dmel_CG17598
K17618	dme:Dmel_CG6697
K17617	dme:Dmel_CG8584
K04461	dme:Dmel_CG1906
K17610	dme:Dmel_CG2185
K17602	dme:Dmel_CG32685
K21772	dme:Dmel_CG1507
K01102	dme:Dmel_CG12151
K17552	dme:Dmel_CG33526
K17600	dme:Dmel_CG3766
K17573	dme:Dmel_CG17018
K17586	dme:Dmel_CG2926
K17589	dme:Dmel_CG1347
K01981	dme:Dmel_CR33398
K01981	dme:Dmel_CR33410
K01981	dme:Dmel_CR33444
K01981	dme:Dmel_CR33450
K01981	dme:Dmel_CR33374
K01981	dme:Dmel_CR33373
K01981	dme:Dmel_CR33447
K01981	dme:Dmel_CR33452
K01981	dme:Dmel_CR33448
K01981	dme:Dmel_CR33394
K01981	dme:Dmel_CR33441
K01981	dme:Dmel_CR33407
K01981	dme:Dmel_CR33368
K17681	dme:Dmel_CG6815
K01981	dme:Dmel_CR33405
K01981	dme:Dmel_CR33362
K01981	dme:Dmel_CR33421
K01981	dme:Dmel_CR33385
K01981	dme:Dmel_CR33404
K01981	dme:Dmel_CR33358
K01981	dme:Dmel_CR33387
K01981	dme:Dmel_CR33370
K01981	dme:Dmel_CR33413
K17551	dme:Dmel_CG16757
K17550	dme:Dmel_CG5851
K17575	dme:Dmel_CG14689
K17563	dme:Dmel_CG1715
K17575	dme:Dmel_CG31391
K17575	dme:Dmel_CG31467
K17580	dme:Dmel_CG15373
K17599	dme:Dmel_CG14446
K24096	dme:Dmel_CG9681
K13219	dme:Dmel_CG10328
K17637	dme:Dmel_CG8843
K17623	dme:Dmel_CG31924
K17623	dme:Dmel_CG5556
K17623	dme:Dmel_CG5561
K17623	dme:Dmel_CG5565
K01981	dme:Dmel_CR33412
K01981	dme:Dmel_CR33377
K01981	dme:Dmel_CR33382
K01981	dme:Dmel_CR33391
K01981	dme:Dmel_CR33393
K01981	dme:Dmel_CR33446
K01981	dme:Dmel_CR33376
K01981	dme:Dmel_CR33428
K17653	dme:Dmel_CG3910
K09276	dme:Dmel_CG5654
K17662	dme:Dmel_CG10075
K19525	dme:Dmel_CG2093
K17700	dme:Dmel_CG44086
K17782	dme:Dmel_CG7950
K17823	dme:Dmel_CG13322
K17725	dme:Dmel_CG30023
K17866	dme:Dmel_CG7265
K17867	dme:Dmel_CG2911
K17868	dme:Dmel_CG3184
K24889	dme:Dmel_CG10571
K17757	dme:Dmel_CG10424
K06927	dme:Dmel_CG1578
K17805	dme:Dmel_CG1409
K17805	dme:Dmel_CG5268
K14999	dme:Dmel_CG8859
K19754	dme:Dmel_CG10958
K19756	dme:Dmel_CG3121
K19755	dme:Dmel_CG5458
K04374	dme:Dmel_CG8669
K19757	dme:Dmel_CG31803
K17768	dme:Dmel_CG6756
K17770	dme:Dmel_CG14690
K17770	dme:Dmel_CG7654
K17817	dme:Dmel_CG10898
K17777	dme:Dmel_CG1660
K17822	dme:Dmel_CG7427
K19748	dme:Dmel_CG33052
K17776	dme:Dmel_CG5662
K17776	dme:Dmel_CG8004
K17779	dme:Dmel_CG17767
K17781	dme:Dmel_CG34132
K17809	dme:Dmel_CG12162
K17790	dme:Dmel_CG31229
K17794	dme:Dmel_CG40042
K17795	dme:Dmel_CG10090
K17795	dme:Dmel_CG1158
K17795	dme:Dmel_CG14666
K17795	dme:Dmel_CG15257
K17795	dme:Dmel_CG1724
K17795	dme:Dmel_CG40451
K17796	dme:Dmel_CG7382
K17797	dme:Dmel_CG4942
K17771	dme:Dmel_CG8226
K19760	dme:Dmel_CG7568
K17808	dme:Dmel_CG12379
K19750	dme:Dmel_CG31623
K19751	dme:Dmel_CG1553
K07561	dme:Dmel_CG11652
K09646	dme:Dmel_CG32483
K25817	dme:Dmel_CG40196
K04698	dme:Dmel_CG15154
K17732	dme:Dmel_CG3731
K12475	dme:Dmel_CG9695
K17767	dme:Dmel_CG1847
K17778	dme:Dmel_CG9878
K17725	dme:Dmel_CG30022
K17780	dme:Dmel_CG1728
K17783	dme:Dmel_CG12534
K17824	dme:Dmel_CG6597
K17759	dme:Dmel_CG2974
K17807	dme:Dmel_CG33331
K18050	dme:Dmel_CG1954
K18159	dme:Dmel_CG7598
K18170	dme:Dmel_CG34150
K18203	dme:Dmel_CG3793
K17943	dme:Dmel_CG9755
K18080	dme:Dmel_CG9379
