	dme	ncbi	ko	pathway	pathname
7019	Dmel_CG15097	NP_001188973	K10454		
7020	Dmel_CG15098	NP_611379			
7021	Dmel_CG15099	NP_611381	K26680		
7022	Dmel_CG15100	NP_611382	K01874	map00450	Selenocompound metabolism
7023	Dmel_CG15100	NP_611382	K01874	map00970	Aminoacyl-tRNA biosynthesis
7024	Dmel_CG15100	NP_611382	K01874	map01100	
7025	Dmel_CG15101	NP_611385	K10719	map00981	Insect hormone biosynthesis
7026	Dmel_CG15102	NP_611386	K10719	map00981	Insect hormone biosynthesis
7027	Dmel_CG15104	NP_001261083	K10631		
7028	Dmel_CG15105	NP_001137707			
7029	Dmel_CG15106	NP_611387	K10719	map00981	Insect hormone biosynthesis
7030	Dmel_CG15107	NP_001261082			
7031	Dmel_CG15109	NP_001014534			
7032	Dmel_CG1511	NP_001162824	K05110	map04360	Axon guidance
7033	Dmel_CG1511	NP_001162824	K05110	map04361	Axon regeneration
7034	Dmel_CG15110	NP_523790	K02370	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
7035	Dmel_CG15110	NP_523790	K02370	map01100	
7036	Dmel_CG15111	NP_611397	K13704		
7037	Dmel_CG15112	NP_001137709	K05746	map04015	Rap1 signaling pathway
7038	Dmel_CG15112	NP_001137709	K05746	map04360	Axon guidance
7039	Dmel_CG15112	NP_001137709	K05746	map04810	Regulation of actin cytoskeleton
7040	Dmel_CG15113	NP_523789	K04153	map04024	cAMP signaling pathway
7041	Dmel_CG15113	NP_523789	K04153	map04080	Neuroactive ligand-receptor interaction
7042	Dmel_CG15113	NP_523789	K04153	map04726	Serotonergic synapse
7043	Dmel_CG15113	NP_523789	K04153	map04742	Taste transduction
7044	Dmel_CG15115	NP_611391			
7045	Dmel_CG15116	NP_611393	K00432	map00480	Glutathione metabolism
7046	Dmel_CG15116	NP_611393	K00432	map01100	
7047	Dmel_CG15116	NP_611393	K00432	map04918	Thyroid hormone synthesis
7048	Dmel_CG15116	NP_611393	K00432	map05014	Amyotrophic lateral sclerosis
7049	Dmel_CG15116	NP_611393	K00432	map05016	Huntington disease
7050	Dmel_CG15116	NP_611393	K00432	map05022	Pathways of neurodegeneration - multiple diseases
7051	Dmel_CG15117	NP_001014535	K01195	map00040	Pentose and glucuronate interconversions
7052	Dmel_CG15117	NP_001014535	K01195	map00053	Ascorbate and aldarate metabolism
7053	Dmel_CG15117	NP_001014535	K01195	map00531	Glycosaminoglycan degradation
7054	Dmel_CG15117	NP_001014535	K01195	map00860	Porphyrin metabolism
7055	Dmel_CG15117	NP_001014535	K01195	map00944	Flavone and flavonol biosynthesis
7056	Dmel_CG15117	NP_001014535	K01195	map00983	Drug metabolism - other enzymes
7057	Dmel_CG15117	NP_001014535	K01195	map01100	
7058	Dmel_CG15117	NP_001014535	K01195	map01110	Biosynthesis of secondary metabolites
7059	Dmel_CG15117	NP_001014535	K01195	map01240	Biosynthesis of cofactors
7060	Dmel_CG15117	NP_001014535	K01195	map04142	Lysosome
7061	Dmel_CG15118	NP_001097374	K21437		
7062	Dmel_CG15119	NP_611407	K21774	map04218	Cellular senescence
7063	Dmel_CG1512	NP_610117	K03870	map04066	HIF-1 signaling pathway
7064	Dmel_CG1512	NP_610117	K03870	map04120	Ubiquitin mediated proteolysis
7065	Dmel_CG1512	NP_610117	K03870	map05200	Pathways in cancer
7066	Dmel_CG1512	NP_610117	K03870	map05211	Renal cell carcinoma
7067	Dmel_CG15120	NP_611428	K26163		
7068	Dmel_CG15121	NP_001400982			
7069	Dmel_CG15122	NP_611431			
7070	Dmel_CG15124	NP_611435			
7071	Dmel_CG15125	NP_001286618			
7072	Dmel_CG15126	NP_652363			
7073	Dmel_CG15127	NP_663310			
7074	Dmel_CG15128	NP_611441	K24254		
7075	Dmel_CG1513	NP_001163104	K20465		
7076	Dmel_CG15130	NP_001246104	K23907		
7077	Dmel_CG15136	NP_001260524			
7078	Dmel_CG15138	NP_609830			
7079	Dmel_CG1514	NP_001284993	K17887		
7080	Dmel_CG15140	NP_001097171			
7081	Dmel_CG15141	NP_609837	K11979		
7082	Dmel_CG15142	NP_609846			
7083	Dmel_CG15143	NP_609848			
7084	Dmel_CG15144	NP_609849	K25461		
7085	Dmel_CG15145	NP_609850			
7086	Dmel_CG15147	NP_609854			
7087	Dmel_CG15148	NP_001036369	K10414	map04145	Phagosome
7088	Dmel_CG15148	NP_001036369	K10414	map04814	Motor proteins
7089	Dmel_CG15148	NP_001036369	K10414	map04962	Vasopressin-regulated water reabsorption
7090	Dmel_CG15148	NP_001036369	K10414	map05132	Salmonella infection
7091	Dmel_CG1515	NP_572423	K08516	map04130	SNARE interactions in vesicular transport
7092	Dmel_CG1515	NP_572423	K08516	map04138	Autophagy - yeast
7093	Dmel_CG1515	NP_572423	K08516	map04140	Autophagy - animal
7094	Dmel_CG15150	NP_001163003			
7095	Dmel_CG15151	NP_001286024			
7096	Dmel_CG15152	NP_001286027			
7097	Dmel_CG15153	NP_609863			
7098	Dmel_CG15154	NP_001260534	K04698	map04630	JAK-STAT signaling pathway
7099	Dmel_CG15154	NP_001260534	K04698	map04917	Prolactin signaling pathway
7100	Dmel_CG15155	NP_001260536			
7101	Dmel_CG1516	NP_001163103	K01958	map00020	Citrate cycle (TCA cycle)
7102	Dmel_CG1516	NP_001163103	K01958	map00620	Pyruvate metabolism
7103	Dmel_CG1516	NP_001163103	K01958	map00720	Other carbon fixation pathways
7104	Dmel_CG1516	NP_001163103	K01958	map01100	
7105	Dmel_CG1516	NP_001163103	K01958	map01120	Microbial metabolism in diverse environments
7106	Dmel_CG1516	NP_001163103	K01958	map01200	Carbon metabolism
7107	Dmel_CG1516	NP_001163103	K01958	map01230	Biosynthesis of amino acids
7108	Dmel_CG15160	NP_001286046			
7109	Dmel_CG15161	NP_609890	K19682		
7110	Dmel_CG15162	NP_001260541			
7111	Dmel_CG15167	NP_609906			
7112	Dmel_CG15168	NP_609926	K23566		
7113	Dmel_CG15169	NP_609928			
7114	Dmel_CG1517	NP_001096981	K21863		
7115	Dmel_CG15170	NP_001286080			
7116	Dmel_CG15171	NP_609931	K10419	map04814	Motor proteins
7117	Dmel_CG15171	NP_609931	K10419	map05132	Salmonella infection
7118	Dmel_CG15172	NP_001260551			
7119	Dmel_CG15173	NP_609934	K18169		
7120	Dmel_CG15177	NP_001262323	K27179		
7121	Dmel_CG15178	NP_649671	K27179		
7122	Dmel_CG15179	NP_649673	K27179		
7123	Dmel_CG1518	NP_001259751	K07151	map00510	N-Glycan biosynthesis
7124	Dmel_CG1518	NP_001259751	K07151	map00513	Various types of N-glycan biosynthesis
7125	Dmel_CG1518	NP_001259751	K07151	map01100	
7126	Dmel_CG1518	NP_001259751	K07151	map04141	Protein processing in endoplasmic reticulum
7127	Dmel_CG15180	NP_001262321			
7128	Dmel_CG15185	NP_649660			
7129	Dmel_CG15186	NP_001246948			
7130	Dmel_CG15188	NP_649641			
7131	Dmel_CG15189	NP_001163529			
7132	Dmel_CG1519	NP_724834	K02727	map03050	Proteasome
7133	Dmel_CG1519	NP_724834	K02727	map05010	Alzheimer disease
7134	Dmel_CG1519	NP_724834	K02727	map05012	Parkinson disease
7135	Dmel_CG1519	NP_724834	K02727	map05014	Amyotrophic lateral sclerosis
7136	Dmel_CG1519	NP_724834	K02727	map05016	Huntington disease
7137	Dmel_CG1519	NP_724834	K02727	map05017	Spinocerebellar ataxia
7138	Dmel_CG1519	NP_724834	K02727	map05020	Prion disease
7139	Dmel_CG1519	NP_724834	K02727	map05022	Pathways of neurodegeneration - multiple diseases
7140	Dmel_CG15191	NP_524846	K11368		
7141	Dmel_CG15196	NP_001245624			
7142	Dmel_CG15198	NP_572701			
7143	Dmel_CG15199	NP_001245617			
7144	Dmel_CG1520	NP_001263045	K23612	map04144	Endocytosis
7145	Dmel_CG1520	NP_001263045	K23612	map04520	Adherens junction
7146	Dmel_CG1520	NP_001263045	K23612	map04810	Regulation of actin cytoskeleton
7147	Dmel_CG1520	NP_001263045	K23612	map05100	Bacterial invasion of epithelial cells
7148	Dmel_CG1520	NP_001263045	K23612	map05130	Pathogenic Escherichia coli infection
7149	Dmel_CG1520	NP_001263045	K23612	map05131	Shigellosis
7150	Dmel_CG1520	NP_001263045	K23612	map05132	Salmonella infection
7151	Dmel_CG1520	NP_001263045	K23612	map05135	Yersinia infection
7152	Dmel_CG15200	NP_572697			
7153	Dmel_CG15201	NP_572691			
7154	Dmel_CG15202	NP_001245618			
7155	Dmel_CG15203	NP_001285105			
7156	Dmel_CG15208	NP_001285099	K23456		
7157	Dmel_CG15209	NP_572654			
7158	Dmel_CG15210	NP_652465			
7159	Dmel_CG15211	NP_001096945			
7160	Dmel_CG15212	NP_652458			
7161	Dmel_CG15213	NP_652459			
7162	Dmel_CG15218	NP_001286131	K23326		
7163	Dmel_CG15219	NP_652176			
7164	Dmel_CG15220	NP_001285131	K10740	map03030	DNA replication
7165	Dmel_CG15220	NP_001285131	K10740	map03420	Nucleotide excision repair
7166	Dmel_CG15220	NP_001285131	K10740	map03430	Mismatch repair
7167	Dmel_CG15220	NP_001285131	K10740	map03440	Homologous recombination
7168	Dmel_CG15220	NP_001285131	K10740	map03460	Fanconi anemia pathway
7169	Dmel_CG15221	NP_001096957			
7170	Dmel_CG15224	NP_996415	K03115	map03008	Ribosome biogenesis in eukaryotes
7171	Dmel_CG15224	NP_996415	K03115	map03083	Polycomb repressive complex
7172	Dmel_CG15224	NP_996415	K03115	map04064	NF-kappa B signaling pathway
7173	Dmel_CG15224	NP_996415	K03115	map04137	Mitophagy - animal
7174	Dmel_CG15224	NP_996415	K03115	map04139	Mitophagy - yeast
7175	Dmel_CG15224	NP_996415	K03115	map04310	Wnt signaling pathway
7176	Dmel_CG15224	NP_996415	K03115	map04520	Adherens junction
7177	Dmel_CG15224	NP_996415	K03115	map04712	Circadian rhythm - plant
7178	Dmel_CG15224	NP_996415	K03115	map05010	Alzheimer disease
7179	Dmel_CG15224	NP_996415	K03115	map05020	Prion disease
7180	Dmel_CG15224	NP_996415	K03115	map05022	Pathways of neurodegeneration - multiple diseases
7181	Dmel_CG15224	NP_996415	K03115	map05162	Measles
7182	Dmel_CG15224	NP_996415	K03115	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
7183	Dmel_CG15225	NP_611516			
7184	Dmel_CG15227	NP_611519			
7185	Dmel_CG1523	NP_651635	K11802		
7186	Dmel_CG15231	NP_001286648	K20702	map04624	Toll and Imd signaling pathway
7187	Dmel_CG15233	NP_610214			
7188	Dmel_CG15236	NP_610241			
7189	Dmel_CG15237	NP_610238	K25228	map04110	Cell cycle
7190	Dmel_CG15237	NP_610238	K25228	map04114	Oocyte meiosis
7191	Dmel_CG15237	NP_610238	K25228	map04120	Ubiquitin mediated proteolysis
7192	Dmel_CG15237	NP_610238	K25228	map04914	Progesterone-mediated oocyte maturation
7193	Dmel_CG15237	NP_610238	K25228	map05166	Human T-cell leukemia virus 1 infection
7194	Dmel_CG15239	NP_570081			
7195	Dmel_CG1524	NP_524884	K02955	map03010	Ribosome
7196	Dmel_CG1524	NP_524884	K02955	map05171	Coronavirus disease - COVID-19
7197	Dmel_CG15247	NP_572584			
7198	Dmel_CG15249	NP_001096928			
7199	Dmel_CG15252	NP_001096932			
7200	Dmel_CG15253	NP_609758			
7201	Dmel_CG15254	NP_001285959			
7202	Dmel_CG15255	NP_001285958			
7203	Dmel_CG15256	NP_001246036			
7204	Dmel_CG15257	NP_001285956	K17795		
7205	Dmel_CG15258	NP_609751			
7206	Dmel_CG15259	NP_523574			
7207	Dmel_CG15260	NP_609749			
7208	Dmel_CG15261	NP_001260465	K09022		
7209	Dmel_CG15262	NP_609750	K12605	map03018	RNA degradation
7210	Dmel_CG15263	NP_609748			
7211	Dmel_CG15266	NP_001260464	K26537		
7212	Dmel_CG15267	NP_001260462			
7213	Dmel_CG15269	NP_609739			
7214	Dmel_CG1527	NP_001284995	K02955	map03010	Ribosome
7215	Dmel_CG1527	NP_001284995	K02955	map05171	Coronavirus disease - COVID-19
7216	Dmel_CG15270	NP_001246034	K19502		
7217	Dmel_CG15274	NP_001246033	K04615	map04024	cAMP signaling pathway
7218	Dmel_CG15274	NP_001246033	K04615	map04080	Neuroactive ligand-receptor interaction
7219	Dmel_CG15274	NP_001246033	K04615	map04727	GABAergic synapse
7220	Dmel_CG15274	NP_001246033	K04615	map04742	Taste transduction
7221	Dmel_CG15274	NP_001246033	K04615	map04915	Estrogen signaling pathway
7222	Dmel_CG15274	NP_001246033	K04615	map04929	GnRH secretion
7223	Dmel_CG15274	NP_001246033	K04615	map05032	Morphine addiction
7224	Dmel_CG15278	NP_001246032			
7225	Dmel_CG15279	NP_001014484	K05038	map04721	Synaptic vesicle cycle
7226	Dmel_CG1528	NP_733432	K17267		
7227	Dmel_CG15282	NP_001188811			
7228	Dmel_CG15283	NP_652574			
7229	Dmel_CG15284	NP_609712	K27890		
7230	Dmel_CG15286	NP_001285929			
7231	Dmel_CG15287	NP_609705			
7232	Dmel_CG1529	NP_001138223			
7233	Dmel_CG15293	NP_001285925			
7234	Dmel_CG15296	NP_001259422			
7235	Dmel_CG15302	NP_511107	K22984		
7236	Dmel_CG15304	NP_001259408	K18194		
7237	Dmel_CG15306	NP_001259403	K10436		
7238	Dmel_CG15308	NP_001259398			
7239	Dmel_CG15309	NP_001096936			
7240	Dmel_CG15312	NP_001245603			
7241	Dmel_CG15317	NP_572569			
7242	Dmel_CG15319	NP_001188575	K04498	map03083	Polycomb repressive complex
7243	Dmel_CG15319	NP_001188575	K04498	map03250	Viral life cycle - HIV-1
7244	Dmel_CG15319	NP_001188575	K04498	map04024	cAMP signaling pathway
7245	Dmel_CG15319	NP_001188575	K04498	map04066	HIF-1 signaling pathway
7246	Dmel_CG15319	NP_001188575	K04498	map04068	FoxO signaling pathway
7247	Dmel_CG15319	NP_001188575	K04498	map04110	Cell cycle
7248	Dmel_CG15319	NP_001188575	K04498	map04310	Wnt signaling pathway
7249	Dmel_CG15319	NP_001188575	K04498	map04330	Notch signaling pathway
7250	Dmel_CG15319	NP_001188575	K04498	map04350	TGF-beta signaling pathway
7251	Dmel_CG15319	NP_001188575	K04498	map04520	Adherens junction
7252	Dmel_CG15319	NP_001188575	K04498	map04630	JAK-STAT signaling pathway
7253	Dmel_CG15319	NP_001188575	K04498	map04720	Long-term potentiation
7254	Dmel_CG15319	NP_001188575	K04498	map04916	Melanogenesis
7255	Dmel_CG15319	NP_001188575	K04498	map04919	Thyroid hormone signaling pathway
7256	Dmel_CG15319	NP_001188575	K04498	map04922	Glucagon signaling pathway
7257	Dmel_CG15319	NP_001188575	K04498	map04935	Growth hormone synthesis, secretion and action
7258	Dmel_CG15319	NP_001188575	K04498	map05016	Huntington disease
7259	Dmel_CG15319	NP_001188575	K04498	map05152	Tuberculosis
7260	Dmel_CG15319	NP_001188575	K04498	map05161	Hepatitis B
7261	Dmel_CG15319	NP_001188575	K04498	map05164	Influenza A
7262	Dmel_CG15319	NP_001188575	K04498	map05165	Human papillomavirus infection
7263	Dmel_CG15319	NP_001188575	K04498	map05166	Human T-cell leukemia virus 1 infection
7264	Dmel_CG15319	NP_001188575	K04498	map05167	Kaposi sarcoma-associated herpesvirus infection
7265	Dmel_CG15319	NP_001188575	K04498	map05200	Pathways in cancer
7266	Dmel_CG15319	NP_001188575	K04498	map05203	Viral carcinogenesis
7267	Dmel_CG15319	NP_001188575	K04498	map05206	MicroRNAs in cancer
7268	Dmel_CG15319	NP_001188575	K04498	map05211	Renal cell carcinoma
7269	Dmel_CG15319	NP_001188575	K04498	map05215	Prostate cancer
7270	Dmel_CG1532	NP_001285505			
7271	Dmel_CG15322	NP_001285479			
7272	Dmel_CG15323	NP_652406			
7273	Dmel_CG15324	NP_001245572			
7274	Dmel_CG15325	NP_001368933			
7275	Dmel_CG15326	NP_572410			
7276	Dmel_CG15329	NP_572422	K22420		
7277	Dmel_CG15330	NP_572430			
7278	Dmel_CG15332	NP_572429			
7279	Dmel_CG15333	NP_572431			
7280	Dmel_CG15335	NP_001285004			
7281	Dmel_CG15336	NP_572450			
7282	Dmel_CG15337	NP_572455			
7283	Dmel_CG15343	NP_572469			
7284	Dmel_CG15347	NP_001188562			
7285	Dmel_CG15350	NP_001188563			
7286	Dmel_CG15351	NP_572485			
7287	Dmel_CG15353	NP_652353			
7288	Dmel_CG15356	NP_608633	K25790		
7289	Dmel_CG15357	NP_001259888			
7290	Dmel_CG15358	NP_001303306			
7291	Dmel_CG15361	NP_001259893			
7292	Dmel_CG15362	NP_608634	K12150		
7293	Dmel_CG15365	NP_001285030	K26471	map04310	Wnt signaling pathway
7294	Dmel_CG15367	NP_001259375			
7295	Dmel_CG15368	NP_572541			
7296	Dmel_CG15369	NP_001285041			
7297	Dmel_CG1537	NP_572678			
7298	Dmel_CG15370	NP_572544			
7299	Dmel_CG15371	NP_511097	K08471		
7300	Dmel_CG15373	NP_001097013	K17580		
7301	Dmel_CG15375	NP_572149			
7302	Dmel_CG15377	NP_523454	K22984		
7303	Dmel_CG15382	NP_608650			
7304	Dmel_CG15385	NP_001259914	K21403		
7305	Dmel_CG15386	NP_652351			
7306	Dmel_CG15387	NP_001097058			
7307	Dmel_CG1539	NP_001097982	K10370	map04820	Cytoskeleton in muscle cells
7308	Dmel_CG15390	NP_608676	K15031		
7309	Dmel_CG15394	NP_001097062			
7310	Dmel_CG15395	NP_608696			
7311	Dmel_CG15396	NP_787965	K08471		
7312	Dmel_CG15398	NP_608700			
7313	Dmel_CG15399	NP_608712	K07976		
7314	Dmel_CG15400	NP_001097063	K01084	map00010	Glycolysis / Gluconeogenesis
7315	Dmel_CG15400	NP_001097063	K01084	map00052	Galactose metabolism
7316	Dmel_CG15400	NP_001097063	K01084	map00500	Starch and sucrose metabolism
7317	Dmel_CG15400	NP_001097063	K01084	map01100	
7318	Dmel_CG15400	NP_001097063	K01084	map01110	Biosynthesis of secondary metabolites
7319	Dmel_CG15400	NP_001097063	K01084	map04068	FoxO signaling pathway
7320	Dmel_CG15400	NP_001097063	K01084	map04151	PI3K-Akt signaling pathway
7321	Dmel_CG15400	NP_001097063	K01084	map04152	AMPK signaling pathway
7322	Dmel_CG15400	NP_001097063	K01084	map04910	Insulin signaling pathway
7323	Dmel_CG15400	NP_001097063	K01084	map04920	Adipocytokine signaling pathway
7324	Dmel_CG15400	NP_001097063	K01084	map04922	Glucagon signaling pathway
7325	Dmel_CG15400	NP_001097063	K01084	map04931	Insulin resistance
7326	Dmel_CG15400	NP_001097063	K01084	map04973	Carbohydrate digestion and absorption
7327	Dmel_CG15403	NP_608749			
7328	Dmel_CG15404	NP_001285577			
7329	Dmel_CG15406	NP_608761			
7330	Dmel_CG15408	NP_608767			
7331	Dmel_CG15412	NP_001097072			
7332	Dmel_CG15414	NP_608784			
7333	Dmel_CG15415	NP_608791	K26098		
7334	Dmel_CG15418	NP_001334671			
7335	Dmel_CG1542	NP_651850	K14823		
7336	Dmel_CG15422	NP_608814			
7337	Dmel_CG15423	NP_608815			
7338	Dmel_CG15425	NP_608820			
7339	Dmel_CG15427	NP_001162869	K22656		
7340	Dmel_CG15429	NP_001260021			
7341	Dmel_CG1543	NP_001284996	K00503	map00350	Tyrosine metabolism
7342	Dmel_CG1543	NP_001284996	K00503	map01100	
7343	Dmel_CG15431	NP_001260025			
7344	Dmel_CG15432	NP_001260026	K13120		
7345	Dmel_CG15433	NP_608834	K07739		
7346	Dmel_CG15434	NP_652341	K03946	map00190	Oxidative phosphorylation
7347	Dmel_CG15434	NP_652341	K03946	map01100	
7348	Dmel_CG15434	NP_652341	K03946	map04714	Thermogenesis
7349	Dmel_CG15434	NP_652341	K03946	map04723	Retrograde endocannabinoid signaling
7350	Dmel_CG15434	NP_652341	K03946	map04932	Non-alcoholic fatty liver disease
7351	Dmel_CG15434	NP_652341	K03946	map05010	Alzheimer disease
7352	Dmel_CG15434	NP_652341	K03946	map05012	Parkinson disease
7353	Dmel_CG15434	NP_652341	K03946	map05014	Amyotrophic lateral sclerosis
7354	Dmel_CG15434	NP_652341	K03946	map05016	Huntington disease
7355	Dmel_CG15434	NP_652341	K03946	map05020	Prion disease
7356	Dmel_CG15434	NP_652341	K03946	map05022	Pathways of neurodegeneration - multiple diseases
7357	Dmel_CG15434	NP_652341	K03946	map05208	Chemical carcinogenesis - reactive oxygen species
7358	Dmel_CG15434	NP_652341	K03946	map05415	Diabetic cardiomyopathy
7359	Dmel_CG15435	NP_001285603			
7360	Dmel_CG15436	NP_608840			
7361	Dmel_CG15437	NP_608833			
7362	Dmel_CG15438	NP_608835	K12303		
7363	Dmel_CG15439	NP_608836	K27397		
7364	Dmel_CG1544	NP_651849	K15791	map00310	Lysine degradation
7365	Dmel_CG1544	NP_651849	K15791	map00380	Tryptophan metabolism
7366	Dmel_CG1544	NP_651849	K15791	map00785	Lipoic acid metabolism
7367	Dmel_CG1544	NP_651849	K15791	map01100	
7368	Dmel_CG1544	NP_651849	K15791	map01110	Biosynthesis of secondary metabolites
7369	Dmel_CG1544	NP_651849	K15791	map01210	2-Oxocarboxylic acid metabolism
7370	Dmel_CG15440	NP_608837	K25102		
7371	Dmel_CG15441	NP_477228	K17623		
7372	Dmel_CG15442	NP_001188689	K02900	map03010	Ribosome
7373	Dmel_CG15442	NP_001188689	K02900	map05171	Coronavirus disease - COVID-19
7374	Dmel_CG15443	NP_001260029			
7375	Dmel_CG15444	NP_001162871	K05039		
7376	Dmel_CG15445	NP_001259756			
7377	Dmel_CG15446	NP_001245790			
7378	Dmel_CG15449	NP_608423			
7379	Dmel_CG1545	NP_572677			
7380	Dmel_CG15450	NP_608409	K13506	map00561	Glycerolipid metabolism
7381	Dmel_CG15450	NP_608409	K13506	map00564	Glycerophospholipid metabolism
7382	Dmel_CG15450	NP_608409	K13506	map01100	
7383	Dmel_CG15450	NP_608409	K13506	map01110	Biosynthesis of secondary metabolites
7384	Dmel_CG15452	NP_608407			
7385	Dmel_CG15456	NP_001285491	K07401		
7386	Dmel_CG15457	NP_608392			
7387	Dmel_CG15458	NP_652293			
7388	Dmel_CG15459	NP_608389			
7389	Dmel_CG1546	NP_651801	K00472	map00330	Arginine and proline metabolism
7390	Dmel_CG1546	NP_651801	K00472	map01100	
7391	Dmel_CG15460	NP_001097034			
7392	Dmel_CG15461	NP_652291			
7393	Dmel_CG15465	NP_001284877			
7394	Dmel_CG15468	NP_572200			
7395	Dmel_CG15471	NP_001138156			
7396	Dmel_CG15472	NP_572184			
7397	Dmel_CG15473	NP_572179			
7398	Dmel_CG15475	NP_610039			
7399	Dmel_CG15478	NP_001162692			
7400	Dmel_CG15479	NP_609624			
7401	Dmel_CG1548	NP_001334713	K01379	map04071	Sphingolipid signaling pathway
7402	Dmel_CG1548	NP_001334713	K01379	map04140	Autophagy - animal
7403	Dmel_CG1548	NP_001334713	K01379	map04142	Lysosome
7404	Dmel_CG1548	NP_001334713	K01379	map04210	Apoptosis
7405	Dmel_CG1548	NP_001334713	K01379	map04915	Estrogen signaling pathway
7406	Dmel_CG1548	NP_001334713	K01379	map05152	Tuberculosis
7407	Dmel_CG1548	NP_001334713	K01379	map05415	Diabetic cardiomyopathy
7408	Dmel_CG15480	NP_609620			
7409	Dmel_CG15481	NP_001260437	K11600	map03018	RNA degradation
7410	Dmel_CG15482	NP_609614			
7411	Dmel_CG15483	NP_609592			
7412	Dmel_CG15484	NP_609587			
7413	Dmel_CG15485	NP_001285879			
7414	Dmel_CG15497	NP_650976			
7415	Dmel_CG15498	NP_650974			
7416	Dmel_CG1550	NP_610325	K16609		
7417	Dmel_CG15503	NP_650970			
7418	Dmel_CG15504	NP_524549	K19491		
7419	Dmel_CG15505	NP_651712			
7420	Dmel_CG15506	NP_651714			
7421	Dmel_CG15510	NP_001287594			
7422	Dmel_CG15514	NP_001263084			
7423	Dmel_CG15515	NP_001263088			
7424	Dmel_CG15517	NP_651745			
7425	Dmel_CG1552	NP_001285104			
7426	Dmel_CG15520	NP_524552			
7427	Dmel_CG15522	NP_001263091			
7428	Dmel_CG15523	NP_651753	K19526		
7429	Dmel_CG15524	NP_651756	K16487		
7430	Dmel_CG15525	NP_651757	K12871	map03040	Spliceosome
7431	Dmel_CG15526	NP_651769	K14529		
