	dme	ncbi	ko	dmepathway	dmepathname
5333	Dmel_CG16755	NP_524289	K22984		
5334	Dmel_CG16756	NP_572222	K13915		
5335	Dmel_CG16757	NP_001246570	K17551		
5336	Dmel_CG16758	NP_001246569	K03783	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
5337	Dmel_CG16758	NP_001246569	K03783	dme00760	Nicotinate and nicotinamide metabolism - Drosophila melanogaster (fruit fly)
5338	Dmel_CG16758	NP_001246569	K03783	dme01100	
5339	Dmel_CG16758	NP_001246569	K03783	dme01232	Nucleotide metabolism - Drosophila melanogaster (fruit fly)
5340	Dmel_CG1676	NP_523422	K25058		
5341	Dmel_CG16761	NP_647723	K15001		
5342	Dmel_CG16762	NP_647722			
5343	Dmel_CG16766	NP_001262682	K22791		
5344	Dmel_CG1677	NP_001284976	K13092		
5345	Dmel_CG16771	NP_001188848	K01077	dme00730	Thiamine metabolism - Drosophila melanogaster (fruit fly)
5346	Dmel_CG16771	NP_001188848	K01077	dme00790	Folate biosynthesis - Drosophila melanogaster (fruit fly)
5347	Dmel_CG16771	NP_001188848	K01077	dme01100	
5348	Dmel_CG16771	NP_001188848	K01077	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5349	Dmel_CG16772	NP_001286092			
5350	Dmel_CG16775	NP_649022			
5351	Dmel_CG16778	NP_001014554			
5352	Dmel_CG16779	NP_001262416			
5353	Dmel_CG1678	NP_001285519			
5354	Dmel_CG16781	NP_001259211	K10660	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
5355	Dmel_CG16782	NP_570057			
5356	Dmel_CG16783	NP_611854	K03364	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5357	Dmel_CG16783	NP_611854	K03364	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5358	Dmel_CG16783	NP_611854	K03364	dme04914	Progesterone-mediated oocyte maturation - Drosophila melanogaster (fruit fly)
5359	Dmel_CG16784	NP_724244	K01737	dme00790	Folate biosynthesis - Drosophila melanogaster (fruit fly)
5360	Dmel_CG16784	NP_724244	K01737	dme01100	
5361	Dmel_CG16784	NP_724244	K01737	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5362	Dmel_CG16785	NP_001284760	K04690	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
5363	Dmel_CG16785	NP_001284760	K04690	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
5364	Dmel_CG16786	NP_001286822			
5365	Dmel_CG16787	NP_611857			
5366	Dmel_CG16788	NP_649903	K14325	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
5367	Dmel_CG16788	NP_649903	K14325	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
5368	Dmel_CG16789	NP_001262423	K24837		
5369	Dmel_CG16790	NP_649911	K23093		
5370	Dmel_CG16791	NP_001287441			
5371	Dmel_CG16792	NP_523708	K11098	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
5372	Dmel_CG16793	NP_001261982			
5373	Dmel_CG16798	NP_610030			
5374	Dmel_CG16799	NP_001286641	K13915		
5375	Dmel_CG16800	NP_609594			
5376	Dmel_CG16801	NP_611032	K08546		
5377	Dmel_CG16807	NP_001261940	K15690		
5378	Dmel_CG1681	NP_572886	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
5379	Dmel_CG1681	NP_572886	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
5380	Dmel_CG1681	NP_572886	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
5381	Dmel_CG1681	NP_572886	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
5382	Dmel_CG1681	NP_572886	K00799	dme01100	
5383	Dmel_CG16812	NP_609619			
5384	Dmel_CG16813	NP_001260438			
5385	Dmel_CG16815	NP_609622			
5386	Dmel_CG16817	NP_001247010	K15730	dme00590	Arachidonic acid metabolism - Drosophila melanogaster (fruit fly)
5387	Dmel_CG16817	NP_001247010	K15730	dme01100	
5388	Dmel_CG16820	NP_609627			
5389	Dmel_CG16824	NP_001097158			
5390	Dmel_CG16825	NP_001260443			
5391	Dmel_CG16826	NP_001285888			
5392	Dmel_CG16827	NP_611025			
5393	Dmel_CG1683	NP_001259432	K05863	dme04217	Necroptosis - Drosophila melanogaster (fruit fly)
5394	Dmel_CG1683	NP_001259432	K05863	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5395	Dmel_CG16833	NP_001162946	K16601		
5396	Dmel_CG16834	NP_001097145			
5397	Dmel_CG16836	NP_652367			
5398	Dmel_CG16837	NP_611916	K10419	dme04814	Motor proteins - Drosophila melanogaster (fruit fly)
5399	Dmel_CG16838	NP_996103	K26118		
5400	Dmel_CG16840	NP_609478	K11437		
5401	Dmel_CG16844	NP_001286569	K20695	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
5402	Dmel_CG16848	NP_609653	K00953	dme00740	Riboflavin metabolism - Drosophila melanogaster (fruit fly)
5403	Dmel_CG16848	NP_609653	K00953	dme01100	
5404	Dmel_CG16848	NP_609653	K00953	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5405	Dmel_CG1685	NP_523429	K14844		
5406	Dmel_CG16852	NP_609661			
5407	Dmel_CG16853	NP_001260446			
5408	Dmel_CG16854	NP_001245974			
5409	Dmel_CG16857	NP_608822			
5410	Dmel_CG16858	NP_001260071	K06237	dme04510	Focal adhesion - Drosophila melanogaster (fruit fly)
5411	Dmel_CG16858	NP_001260071	K06237	dme04512	ECM-receptor interaction - Drosophila melanogaster (fruit fly)
5412	Dmel_CG16858	NP_001260071	K06237	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
5413	Dmel_CG16863	NP_001036361	K24637		
5414	Dmel_CG16865	NP_001260451	K24996		
5415	Dmel_CG16868	NP_611469			
5416	Dmel_CG16869	NP_788042	K01283		
5417	Dmel_CG16870	NP_001285916	K01512	dme00620	Pyruvate metabolism - Drosophila melanogaster (fruit fly)
5418	Dmel_CG16870	NP_001285916	K01512	dme01100	
5419	Dmel_CG16873	NP_001188802			
5420	Dmel_CG16874	NP_001285837			
5421	Dmel_CG16876	NP_609698			
5422	Dmel_CG1688	NP_610516			
5423	Dmel_CG16880	NP_524928			
5424	Dmel_CG16884	NP_609690			
5425	Dmel_CG16885	NP_609689			
5426	Dmel_CG16886	NP_001188800			
5427	Dmel_CG16888	NP_609678			
5428	Dmel_CG16889	NP_001260450	K15440		
5429	Dmel_CG1689	NP_511099	K20214	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
5430	Dmel_CG16890	NP_001285909	K13121		
5431	Dmel_CG16892	NP_001285049	K14320	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
5432	Dmel_CG16894	NP_611455			
5433	Dmel_CG16896	NP_611973			
5434	Dmel_CG16898	NP_611452			
5435	Dmel_CG1690	NP_001260833			
5436	Dmel_CG16901	NP_731825	K03102	dme04320	Dorso-ventral axis formation - Drosophila melanogaster (fruit fly)
5437	Dmel_CG16903	NP_569980	K23966		
5438	Dmel_CG16904	NP_649957			
5439	Dmel_CG16905	NP_649956			
5440	Dmel_CG16908	NP_649937	K20403	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
5441	Dmel_CG1691	NP_001036268	K17391		
5442	Dmel_CG16910	NP_523856	K20700	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
5443	Dmel_CG16912	NP_611967	K01866	dme00970	Aminoacyl-tRNA biosynthesis - Drosophila melanogaster (fruit fly)
5444	Dmel_CG16914	NP_523854			
5445	Dmel_CG16916	NP_001285108	K03063	dme03050	Proteasome - Drosophila melanogaster (fruit fly)
5446	Dmel_CG1692	NP_001285493	K15631	dme00790	Folate biosynthesis - Drosophila melanogaster (fruit fly)
5447	Dmel_CG1692	NP_001285493	K15631	dme01100	
5448	Dmel_CG16926	NP_001286616			
5449	Dmel_CG16928	NP_523547	K10865	dme03440	Homologous recombination - Drosophila melanogaster (fruit fly)
5450	Dmel_CG16928	NP_523547	K10865	dme03450	Non-homologous end-joining - Drosophila melanogaster (fruit fly)
5451	Dmel_CG16928	NP_523547	K10865	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5452	Dmel_CG1693	NP_542443	K22641		
5453	Dmel_CG16931	NP_524088			
5454	Dmel_CG16932	NP_001246502	K12472	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5455	Dmel_CG16935	NP_001286396	K07512	dme00061	Fatty acid biosynthesis - Drosophila melanogaster (fruit fly)
5456	Dmel_CG16935	NP_001286396	K07512	dme00062	Fatty acid elongation - Drosophila melanogaster (fruit fly)
5457	Dmel_CG16935	NP_001286396	K07512	dme01100	
5458	Dmel_CG16935	NP_001286396	K07512	dme01212	Fatty acid metabolism - Drosophila melanogaster (fruit fly)
5459	Dmel_CG16936	NP_001246500	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
5460	Dmel_CG16936	NP_001246500	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
5461	Dmel_CG16936	NP_001246500	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
5462	Dmel_CG16936	NP_001246500	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
5463	Dmel_CG16936	NP_001246500	K00799	dme01100	
5464	Dmel_CG16940	NP_612012			
5465	Dmel_CG16941	NP_650583	K12825	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
5466	Dmel_CG16944	NP_727448	K05863	dme04217	Necroptosis - Drosophila melanogaster (fruit fly)
5467	Dmel_CG16944	NP_727448	K05863	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5468	Dmel_CG16947	NP_001260133	K10144	dme04115	p53 signaling pathway - Drosophila melanogaster (fruit fly)
5469	Dmel_CG16947	NP_001260133	K10144	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5470	Dmel_CG1695	NP_728346	K21847		
5471	Dmel_CG16952	NP_001162764	K10479		
5472	Dmel_CG16953	NP_650897			
5473	Dmel_CG16954	NP_609656	K04077	dme03018	RNA degradation - Drosophila melanogaster (fruit fly)
5474	Dmel_CG16956	NP_609654			
5475	Dmel_CG16957	NP_001285897	K17278	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
5476	Dmel_CG16959	NP_001189109			
5477	Dmel_CG1696	NP_608449	K17617		
5478	Dmel_CG16960	NP_523553	K22984		
5479	Dmel_CG16961	NP_523554	K22984		
5480	Dmel_CG16963	NP_001285854			
5481	Dmel_CG16964	NP_001285855			
5482	Dmel_CG16965	NP_609528	K22078		
5483	Dmel_CG16969	NP_001285856			
5484	Dmel_CG1697	NP_525084	K02857		
5485	Dmel_CG16972	NP_609612			
5486	Dmel_CG16973	NP_001261331	K08840	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
5487	Dmel_CG16974	NP_001246018			
5488	Dmel_CG16975	NP_001260432	K26269	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
5489	Dmel_CG16978	NP_652569			
5490	Dmel_CG16979	NP_648779	K01376		
5491	Dmel_CG1698	NP_001260835	K05038		
5492	Dmel_CG16982	NP_001284754	K03868	dme03420	Nucleotide excision repair - Drosophila melanogaster (fruit fly)
5493	Dmel_CG16982	NP_001284754	K03868	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5494	Dmel_CG16982	NP_001284754	K03868	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5495	Dmel_CG16982	NP_001284754	K03868	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5496	Dmel_CG16982	NP_001284754	K03868	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
5497	Dmel_CG16982	NP_001284754	K03868	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
5498	Dmel_CG16982	NP_001284754	K03868	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
5499	Dmel_CG16982	NP_001284754	K03868	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
5500	Dmel_CG16983	NP_001033818	K03094	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
5501	Dmel_CG16983	NP_001033818	K03094	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5502	Dmel_CG16983	NP_001033818	K03094	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5503	Dmel_CG16983	NP_001033818	K03094	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5504	Dmel_CG16983	NP_001033818	K03094	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
5505	Dmel_CG16983	NP_001033818	K03094	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
5506	Dmel_CG16983	NP_001033818	K03094	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
5507	Dmel_CG16983	NP_001033818	K03094	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
5508	Dmel_CG16984	NP_647729	K25647		
5509	Dmel_CG16985	NP_647730	K17362		
5510	Dmel_CG16986	NP_001189035	K17362		
5511	Dmel_CG16987	NP_001259967	K04669		
5512	Dmel_CG16988	NP_652613	K03868	dme03420	Nucleotide excision repair - Drosophila melanogaster (fruit fly)
5513	Dmel_CG16988	NP_652613	K03868	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5514	Dmel_CG16988	NP_652613	K03868	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5515	Dmel_CG16988	NP_652613	K03868	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5516	Dmel_CG16988	NP_652613	K03868	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
5517	Dmel_CG16988	NP_652613	K03868	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
5518	Dmel_CG16988	NP_652613	K03868	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
5519	Dmel_CG16988	NP_652613	K03868	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
5520	Dmel_CG16989	NP_001284761	K24815		
5521	Dmel_CG16991	NP_001189063			
5522	Dmel_CG16992	NP_788473	K04599		
5523	Dmel_CG16993	NP_788548	K22862		
5524	Dmel_CG16995	NP_608668	K24835		
5525	Dmel_CG16996	NP_001285870			
5526	Dmel_CG16997	NP_001285871			
5527	Dmel_CG16998	NP_648134			
5528	Dmel_CG17002	NP_001188871	K15307		
5529	Dmel_CG17003	NP_608365	K19573		
5530	Dmel_CG17005	NP_001260285			
5531	Dmel_CG17009	NP_001285775			
5532	Dmel_CG1701	NP_001097209			
5533	Dmel_CG17010	NP_609560	K00852	dme00030	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)
5534	Dmel_CG17010	NP_609560	K00852	dme01100	
5535	Dmel_CG17011	NP_652635			
5536	Dmel_CG17012	NP_608662			
5537	Dmel_CG17018	NP_001246132	K17573		
5538	Dmel_CG17019	NP_001286365	K20804		
5539	Dmel_CG1702	NP_001162808	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
5540	Dmel_CG1702	NP_001162808	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
5541	Dmel_CG1702	NP_001162808	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
5542	Dmel_CG1702	NP_001162808	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
5543	Dmel_CG1702	NP_001162808	K00799	dme01100	
5544	Dmel_CG17023	NP_001015151	K18655	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
5545	Dmel_CG17023	NP_001015151	K18655	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
5546	Dmel_CG17026	NP_648820	K01092	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
5547	Dmel_CG17026	NP_648820	K01092	dme01100	
5548	Dmel_CG17026	NP_648820	K01092	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5549	Dmel_CG17027	NP_001261909	K01092	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
5550	Dmel_CG17027	NP_001261909	K01092	dme01100	
5551	Dmel_CG17027	NP_001261909	K01092	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5552	Dmel_CG17028	NP_001189114	K01092	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
5553	Dmel_CG17028	NP_001189114	K01092	dme01100	
5554	Dmel_CG17028	NP_001189114	K01092	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5555	Dmel_CG17029	NP_001261908	K01092	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
5556	Dmel_CG17029	NP_001261908	K01092	dme01100	
5557	Dmel_CG17029	NP_001261908	K01092	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5558	Dmel_CG1703	NP_001285130	K06184		
5559	Dmel_CG17030	NP_647941	K04552	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5560	Dmel_CG17031	NP_001246007	K12881	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
5561	Dmel_CG17031	NP_001246007	K12881	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
5562	Dmel_CG17031	NP_001246007	K12881	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
5563	Dmel_CG17031	NP_001246007	K12881	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
5564	Dmel_CG17032	NP_001261905			
5565	Dmel_CG17033	NP_001261904	K11981	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5566	Dmel_CG17035	NP_001137957	K01047	dme00564	Glycerophospholipid metabolism - Drosophila melanogaster (fruit fly)
5567	Dmel_CG17035	NP_001137957	K01047	dme00565	Ether lipid metabolism - Drosophila melanogaster (fruit fly)
5568	Dmel_CG17035	NP_001137957	K01047	dme00590	Arachidonic acid metabolism - Drosophila melanogaster (fruit fly)
5569	Dmel_CG17035	NP_001137957	K01047	dme00592	alpha-Linolenic acid metabolism - Drosophila melanogaster (fruit fly)
5570	Dmel_CG17035	NP_001137957	K01047	dme01100	
5571	Dmel_CG17035	NP_001137957	K01047	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
5572	Dmel_CG17036	NP_001285882	K14610		
5573	Dmel_CG17044	NP_650289			
5574	Dmel_CG17045	NP_650288			
5575	Dmel_CG17046	NP_001036576			
5576	Dmel_CG17047	NP_001286385			
5577	Dmel_CG17048	NP_001188918			
5578	Dmel_CG1705	NP_001285132			
5579	Dmel_CG17051	NP_523428	K09578	dme03250	Viral life cycle - HIV-1 - Drosophila melanogaster (fruit fly)
5580	Dmel_CG17051	NP_523428	K09578	dme04622	RIG-I-like receptor signaling pathway - Drosophila melanogaster (fruit fly)
5581	Dmel_CG17052	NP_001245778			
5582	Dmel_CG17058	NP_001245779			
5583	Dmel_CG17059	NP_652383			
5584	Dmel_CG17060	NP_523419	K07903	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5585	Dmel_CG17061	NP_788446	K04599		
5586	Dmel_CG17063	NP_572374	K22037		
5587	Dmel_CG17064	NP_001163142	K16804		
5588	Dmel_CG17065	NP_001285488	K01443	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
5589	Dmel_CG17065	NP_001285488	K01443	dme01100	
5590	Dmel_CG17068	NP_608379			
5591	Dmel_CG1707	NP_610270	K01759	dme00620	Pyruvate metabolism - Drosophila melanogaster (fruit fly)
5592	Dmel_CG1707	NP_610270	K01759	dme01100	
5593	Dmel_CG17075	NP_001245821	K20027	dme04623	Cytosolic DNA-sensing pathway - Drosophila melanogaster (fruit fly)
5594	Dmel_CG17077	NP_524461	K02678	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
5595	Dmel_CG17077	NP_524461	K02678	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5596	Dmel_CG17077	NP_524461	K02678	dme04320	Dorso-ventral axis formation - Drosophila melanogaster (fruit fly)
5597	Dmel_CG17078	NP_001259810			
5598	Dmel_CG1708	NP_001260765	K06227	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
5599	Dmel_CG17081	NP_001189108	K16461		
5600	Dmel_CG17082	NP_001036454	K20639		
5601	Dmel_CG17083	NP_651139	K23732		
5602	Dmel_CG17084	NP_612029	K04599		
5603	Dmel_CG1709	NP_001163768	K02154	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
5604	Dmel_CG1709	NP_001163768	K02154	dme01100	
5605	Dmel_CG1709	NP_001163768	K02154	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
5606	Dmel_CG1709	NP_001163768	K02154	dme04145	Phagosome - Drosophila melanogaster (fruit fly)
5607	Dmel_CG17090	NP_001261215	K08826	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5608	Dmel_CG17097	NP_609429			
5609	Dmel_CG17098	NP_609430			
5610	Dmel_CG1710	NP_524621	K14966	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
5611	Dmel_CG1710	NP_524621	K14966	dme04980	Cobalamin transport and metabolism - Drosophila melanogaster (fruit fly)
5612	Dmel_CG1710	NP_524621	K14966	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
5613	Dmel_CG17100	NP_524775	K27237	dme04711	Circadian rhythm - fly - Drosophila melanogaster (fruit fly)
5614	Dmel_CG17104	NP_001260358			
5615	Dmel_CG17105	NP_001285810			
5616	Dmel_CG17107	NP_001260359			
5617	Dmel_CG17108	NP_609439			
5618	Dmel_CG17109	NP_001262859	K14677	dme00220	Arginine biosynthesis - Drosophila melanogaster (fruit fly)
5619	Dmel_CG17109	NP_001262859	K14677	dme01100	
5620	Dmel_CG17109	NP_001262859	K14677	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
5621	Dmel_CG17109	NP_001262859	K14677	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
5622	Dmel_CG17110	NP_001262858	K14677	dme00220	Arginine biosynthesis - Drosophila melanogaster (fruit fly)
5623	Dmel_CG17110	NP_001262858	K14677	dme01100	
5624	Dmel_CG17110	NP_001262858	K14677	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
5625	Dmel_CG17110	NP_001262858	K14677	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
