tca	ncbi	ko	pathway	pathname
655266	XP_015833937	K04515	map05417	Lipid and atherosclerosis
655267	XP_966889	K00069	map00590	Arachidonic acid metabolism
655267	XP_966889	K00069	map05202	Transcriptional misregulation in cancer
655268	XP_015834101			
655269	XP_008191758	K24498		
655270	XP_966892	K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
655270	XP_966892	K01904	map00940	Phenylpropanoid biosynthesis
655270	XP_966892	K01904	map01100	
655270	XP_966892	K01904	map01110	Biosynthesis of secondary metabolites
655271	XP_966893	K25292		
655272	XP_015835543	K11314		
655273	XP_015835432	K08048	map00230	Purine metabolism
655273	XP_015835432	K08048	map01100	
655273	XP_015835432	K08048	map01522	Endocrine resistance
655273	XP_015835432	K08048	map04015	Rap1 signaling pathway
655273	XP_015835432	K08048	map04020	Calcium signaling pathway
655273	XP_015835432	K08048	map04022	cGMP-PKG signaling pathway
655273	XP_015835432	K08048	map04024	cAMP signaling pathway
655273	XP_015835432	K08048	map04062	Chemokine signaling pathway
655273	XP_015835432	K08048	map04072	Phospholipase D signaling pathway
655273	XP_015835432	K08048	map04114	Oocyte meiosis
655273	XP_015835432	K08048	map04211	Longevity regulating pathway
655273	XP_015835432	K08048	map04213	Longevity regulating pathway - multiple species
655273	XP_015835432	K08048	map04261	Adrenergic signaling in cardiomyocytes
655273	XP_015835432	K08048	map04270	Vascular smooth muscle contraction
655273	XP_015835432	K08048	map04371	Apelin signaling pathway
655273	XP_015835432	K08048	map04540	Gap junction
655273	XP_015835432	K08048	map04611	Platelet activation
655273	XP_015835432	K08048	map04713	Circadian entrainment
655273	XP_015835432	K08048	map04714	Thermogenesis
655273	XP_015835432	K08048	map04720	Long-term potentiation
655273	XP_015835432	K08048	map04723	Retrograde endocannabinoid signaling
655273	XP_015835432	K08048	map04724	Glutamatergic synapse
655273	XP_015835432	K08048	map04725	Cholinergic synapse
655273	XP_015835432	K08048	map04727	GABAergic synapse
655273	XP_015835432	K08048	map04742	Taste transduction
655273	XP_015835432	K08048	map04750	Inflammatory mediator regulation of TRP channels
655273	XP_015835432	K08048	map04911	Insulin secretion
655273	XP_015835432	K08048	map04912	GnRH signaling pathway
655273	XP_015835432	K08048	map04913	Ovarian steroidogenesis
655273	XP_015835432	K08048	map04914	Progesterone-mediated oocyte maturation
655273	XP_015835432	K08048	map04915	Estrogen signaling pathway
655273	XP_015835432	K08048	map04916	Melanogenesis
655273	XP_015835432	K08048	map04918	Thyroid hormone synthesis
655273	XP_015835432	K08048	map04921	Oxytocin signaling pathway
655273	XP_015835432	K08048	map04923	Regulation of lipolysis in adipocytes
655273	XP_015835432	K08048	map04925	Aldosterone synthesis and secretion
655273	XP_015835432	K08048	map04926	Relaxin signaling pathway
655273	XP_015835432	K08048	map04927	Cortisol synthesis and secretion
655273	XP_015835432	K08048	map04928	Parathyroid hormone synthesis, secretion and action
655273	XP_015835432	K08048	map04934	Cushing syndrome
655273	XP_015835432	K08048	map04935	Growth hormone synthesis, secretion and action
655273	XP_015835432	K08048	map04970	Salivary secretion
655273	XP_015835432	K08048	map04971	Gastric acid secretion
655273	XP_015835432	K08048	map04972	Pancreatic secretion
655273	XP_015835432	K08048	map04976	Bile secretion
655273	XP_015835432	K08048	map05032	Morphine addiction
655273	XP_015835432	K08048	map05163	Human cytomegalovirus infection
655273	XP_015835432	K08048	map05166	Human T-cell leukemia virus 1 infection
655273	XP_015835432	K08048	map05200	Pathways in cancer
655273	XP_015835432	K08048	map05207	Chemical carcinogenesis - receptor activation
655273	XP_015835432	K08048	map05414	Dilated cardiomyopathy
655274	XP_966896	K14793		
655276	XP_966898	K06671	map04110	Cell cycle
655276	XP_966898	K06671	map04111	Cell cycle - yeast
655276	XP_966898	K06671	map04113	Meiosis - yeast
655278	XP_008193966	K23334		
655279	XP_008194045	K17387	map04814	Motor proteins
655279	XP_008194045	K17387	map05206	MicroRNAs in cancer
655280	XP_966902			
655281	XP_966903			
655282	XP_966904	K00797	map00270	Cysteine and methionine metabolism
655282	XP_966904	K00797	map00330	Arginine and proline metabolism
655282	XP_966904	K00797	map00480	Glutathione metabolism
655282	XP_966904	K00797	map01100	
655282	XP_966904	K00797	map01110	Biosynthesis of secondary metabolites
655283	XP_966905	K13356	map00073	Cutin, suberine and wax biosynthesis
655283	XP_966905	K13356	map01110	Biosynthesis of secondary metabolites
655283	XP_966905	K13356	map04146	Peroxisome
655283	XP_966905	K13356	map04212	Longevity regulating pathway - worm
655284	XP_966906	K12736		
655285	XP_015836503			
655286	XP_008194984	K22687	map04060	Cytokine-cytokine receptor interaction
655286	XP_008194984	K22687	map04350	TGF-beta signaling pathway
655286	XP_008194984	K22687	map04550	Signaling pathways regulating pluripotency of stem cells
655287	XP_008198171	K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
655287	XP_008198171	K01904	map00940	Phenylpropanoid biosynthesis
655287	XP_008198171	K01904	map01100	
655287	XP_008198171	K01904	map01110	Biosynthesis of secondary metabolites
655288	XP_966910	K08817		
655289	XP_966911	K17711		
655290	XP_966912	K08066	map04612	Antigen processing and presentation
655290	XP_966912	K08066	map05152	Tuberculosis
655291	XP_966913			
655292	XP_015837331			
655293	XP_976008			
655294	XP_966915			
655296	XP_966917	K03595		
655297	XP_966918	K02970	map03010	Ribosome
655298	XP_966919	K10345		
655299	XP_008197353	K12571	map03018	RNA degradation
655300	XP_966921			
655301	XP_008197779	K06676	map04111	Cell cycle - yeast
655303	XP_966924			
655304	XP_966925	K03008	map03020	RNA polymerase
655304	XP_966925	K03008	map03420	Nucleotide excision repair
655304	XP_966925	K03008	map05016	Huntington disease
655305	XP_966926			
655306	XP_008198373	K15719	map04931	Insulin resistance
655308	XP_966929			
655309	XP_966930	K11251	map03082	ATP-dependent chromatin remodeling
655309	XP_966930	K11251	map04217	Necroptosis
655309	XP_966930	K11251	map04613	Neutrophil extracellular trap formation
655309	XP_966930	K11251	map05034	Alcoholism
655309	XP_966930	K11251	map05322	Systemic lupus erythematosus
655310	XP_015840170	K12856	map03040	Spliceosome
655311	XP_008199705	K05643	map02010	ABC transporters
655312	XP_966933	K14169	map04122	Sulfur relay system
655313	XP_015839131	K06841	map04360	Axon guidance
655314	XP_966935	K11802		
655315	XP_966936			
655316	XP_008199959	K15004		
655317	XP_015833202	K01273		
655318	XP_015840271			
655320	XP_966940	K20300		
655321	XP_966941	K17503		
655323	XP_966943	K11251	map03082	ATP-dependent chromatin remodeling
655323	XP_966943	K11251	map04217	Necroptosis
655323	XP_966943	K11251	map04613	Neutrophil extracellular trap formation
655323	XP_966943	K11251	map05034	Alcoholism
655323	XP_966943	K11251	map05322	Systemic lupus erythematosus
655324	XP_966944	K07209	map01523	Antifolate resistance
655324	XP_966944	K07209	map04010	MAPK signaling pathway
655324	XP_966944	K07209	map04014	Ras signaling pathway
655324	XP_966944	K07209	map04062	Chemokine signaling pathway
655324	XP_966944	K07209	map04064	NF-kappa B signaling pathway
655324	XP_966944	K07209	map04068	FoxO signaling pathway
655324	XP_966944	K07209	map04150	mTOR signaling pathway
655324	XP_966944	K07209	map04151	PI3K-Akt signaling pathway
655324	XP_966944	K07209	map04210	Apoptosis
655324	XP_966944	K07209	map04380	Osteoclast differentiation
655324	XP_966944	K07209	map04620	Toll-like receptor signaling pathway
655324	XP_966944	K07209	map04621	NOD-like receptor signaling pathway
655324	XP_966944	K07209	map04622	RIG-I-like receptor signaling pathway
655324	XP_966944	K07209	map04623	Cytosolic DNA-sensing pathway
655324	XP_966944	K07209	map04624	Toll and Imd signaling pathway
655324	XP_966944	K07209	map04625	C-type lectin receptor signaling pathway
655324	XP_966944	K07209	map04657	IL-17 signaling pathway
655324	XP_966944	K07209	map04658	Th1 and Th2 cell differentiation
655324	XP_966944	K07209	map04659	Th17 cell differentiation
655324	XP_966944	K07209	map04660	T cell receptor signaling pathway
655324	XP_966944	K07209	map04662	B cell receptor signaling pathway
655324	XP_966944	K07209	map04668	TNF signaling pathway
655324	XP_966944	K07209	map04722	Neurotrophin signaling pathway
655324	XP_966944	K07209	map04910	Insulin signaling pathway
655324	XP_966944	K07209	map04920	Adipocytokine signaling pathway
655324	XP_966944	K07209	map04930	Type II diabetes mellitus
655324	XP_966944	K07209	map04931	Insulin resistance
655324	XP_966944	K07209	map04932	Non-alcoholic fatty liver disease
655324	XP_966944	K07209	map04936	Alcoholic liver disease
655324	XP_966944	K07209	map05010	Alzheimer disease
655324	XP_966944	K07209	map05120	Epithelial cell signaling in Helicobacter pylori infection
655324	XP_966944	K07209	map05130	Pathogenic Escherichia coli infection
655324	XP_966944	K07209	map05131	Shigellosis
655324	XP_966944	K07209	map05132	Salmonella infection
655324	XP_966944	K07209	map05135	Yersinia infection
655324	XP_966944	K07209	map05142	Chagas disease
655324	XP_966944	K07209	map05145	Toxoplasmosis
655324	XP_966944	K07209	map05160	Hepatitis C
655324	XP_966944	K07209	map05161	Hepatitis B
655324	XP_966944	K07209	map05162	Measles
655324	XP_966944	K07209	map05163	Human cytomegalovirus infection
655324	XP_966944	K07209	map05164	Influenza A
655324	XP_966944	K07209	map05165	Human papillomavirus infection
655324	XP_966944	K07209	map05166	Human T-cell leukemia virus 1 infection
655324	XP_966944	K07209	map05167	Kaposi sarcoma-associated herpesvirus infection
655324	XP_966944	K07209	map05168	Herpes simplex virus 1 infection
655324	XP_966944	K07209	map05169	Epstein-Barr virus infection
655324	XP_966944	K07209	map05170	Human immunodeficiency virus 1 infection
655324	XP_966944	K07209	map05171	Coronavirus disease - COVID-19
655324	XP_966944	K07209	map05200	Pathways in cancer
655324	XP_966944	K07209	map05206	MicroRNAs in cancer
655324	XP_966944	K07209	map05208	Chemical carcinogenesis - reactive oxygen species
655324	XP_966944	K07209	map05212	Pancreatic cancer
655324	XP_966944	K07209	map05215	Prostate cancer
655324	XP_966944	K07209	map05220	Chronic myeloid leukemia
655324	XP_966944	K07209	map05221	Acute myeloid leukemia
655324	XP_966944	K07209	map05222	Small cell lung cancer
655324	XP_966944	K07209	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
655324	XP_966944	K07209	map05417	Lipid and atherosclerosis
655324	XP_966944	K07209	map05418	Fluid shear stress and atherosclerosis
655325	XP_008193975	K24744		
655326	XP_008199023	K08958	map04340	Hedgehog signaling pathway
655326	XP_008199023	K08958	map04341	Hedgehog signaling pathway - fly
655327	XP_008200402	K10148	map04115	p53 signaling pathway
655327	XP_008200402	K10148	map04390	Hippo signaling pathway
655327	XP_008200402	K10148	map04722	Neurotrophin signaling pathway
655327	XP_008200402	K10148	map05162	Measles
655328	XP_966963	K00420	map00190	Oxidative phosphorylation
655328	XP_966963	K00420	map01100	
655328	XP_966963	K00420	map04260	Cardiac muscle contraction
655328	XP_966963	K00420	map04714	Thermogenesis
655328	XP_966963	K00420	map04932	Non-alcoholic fatty liver disease
655328	XP_966963	K00420	map05010	Alzheimer disease
655328	XP_966963	K00420	map05012	Parkinson disease
655328	XP_966963	K00420	map05014	Amyotrophic lateral sclerosis
655328	XP_966963	K00420	map05016	Huntington disease
655328	XP_966963	K00420	map05020	Prion disease
655328	XP_966963	K00420	map05022	Pathways of neurodegeneration - multiple diseases
655328	XP_966963	K00420	map05208	Chemical carcinogenesis - reactive oxygen species
655328	XP_966963	K00420	map05415	Diabetic cardiomyopathy
655329	XP_015838869			
655330	XP_008200628	K17800	map04139	Mitophagy - yeast
655331	XP_966966	K00799	map00480	Glutathione metabolism
655331	XP_966966	K00799	map00980	Metabolism of xenobiotics by cytochrome P450
655331	XP_966966	K00799	map00982	Drug metabolism - cytochrome P450
655331	XP_966966	K00799	map00983	Drug metabolism - other enzymes
655331	XP_966966	K00799	map01100	
655331	XP_966966	K00799	map01524	Platinum drug resistance
655331	XP_966966	K00799	map04212	Longevity regulating pathway - worm
655331	XP_966966	K00799	map05200	Pathways in cancer
655331	XP_966966	K00799	map05204	Chemical carcinogenesis - DNA adducts
655331	XP_966966	K00799	map05207	Chemical carcinogenesis - receptor activation
655331	XP_966966	K00799	map05208	Chemical carcinogenesis - reactive oxygen species
655331	XP_966966	K00799	map05225	Hepatocellular carcinoma
655331	XP_966966	K00799	map05418	Fluid shear stress and atherosclerosis
655332	XP_008198626	K15187	map03250	Viral life cycle - HIV-1
655332	XP_008198626	K15187	map05202	Transcriptional misregulation in cancer
655333	XP_008198745	K09048	map04022	cGMP-PKG signaling pathway
655333	XP_008198745	K09048	map04024	cAMP signaling pathway
655333	XP_008198745	K09048	map04151	PI3K-Akt signaling pathway
655333	XP_008198745	K09048	map04152	AMPK signaling pathway
655333	XP_008198745	K09048	map04211	Longevity regulating pathway
655333	XP_008198745	K09048	map04261	Adrenergic signaling in cardiomyocytes
655333	XP_008198745	K09048	map04668	TNF signaling pathway
655333	XP_008198745	K09048	map04714	Thermogenesis
655333	XP_008198745	K09048	map04725	Cholinergic synapse
655333	XP_008198745	K09048	map04728	Dopaminergic synapse
655333	XP_008198745	K09048	map04911	Insulin secretion
655333	XP_008198745	K09048	map04915	Estrogen signaling pathway
655333	XP_008198745	K09048	map04916	Melanogenesis
655333	XP_008198745	K09048	map04918	Thyroid hormone synthesis
655333	XP_008198745	K09048	map04922	Glucagon signaling pathway
655333	XP_008198745	K09048	map04925	Aldosterone synthesis and secretion
655333	XP_008198745	K09048	map04926	Relaxin signaling pathway
655333	XP_008198745	K09048	map04927	Cortisol synthesis and secretion
655333	XP_008198745	K09048	map04928	Parathyroid hormone synthesis, secretion and action
655333	XP_008198745	K09048	map04931	Insulin resistance
655333	XP_008198745	K09048	map04934	Cushing syndrome
655333	XP_008198745	K09048	map04935	Growth hormone synthesis, secretion and action
655333	XP_008198745	K09048	map04962	Vasopressin-regulated water reabsorption
655333	XP_008198745	K09048	map05016	Huntington disease
655333	XP_008198745	K09048	map05020	Prion disease
655333	XP_008198745	K09048	map05030	Cocaine addiction
655333	XP_008198745	K09048	map05031	Amphetamine addiction
655333	XP_008198745	K09048	map05034	Alcoholism
655333	XP_008198745	K09048	map05161	Hepatitis B
655333	XP_008198745	K09048	map05163	Human cytomegalovirus infection
655333	XP_008198745	K09048	map05165	Human papillomavirus infection
655333	XP_008198745	K09048	map05166	Human T-cell leukemia virus 1 infection
655333	XP_008198745	K09048	map05203	Viral carcinogenesis
655333	XP_008198745	K09048	map05207	Chemical carcinogenesis - receptor activation
655333	XP_008198745	K09048	map05215	Prostate cancer
655334	XP_008198803	K04365	map01521	EGFR tyrosine kinase inhibitor resistance
655334	XP_008198803	K04365	map01522	Endocrine resistance
655334	XP_008198803	K04365	map04010	MAPK signaling pathway
655334	XP_008198803	K04365	map04012	ErbB signaling pathway
655334	XP_008198803	K04365	map04013	MAPK signaling pathway - fly
655334	XP_008198803	K04365	map04015	Rap1 signaling pathway
655334	XP_008198803	K04365	map04024	cAMP signaling pathway
655334	XP_008198803	K04365	map04062	Chemokine signaling pathway
655334	XP_008198803	K04365	map04068	FoxO signaling pathway
655334	XP_008198803	K04365	map04150	mTOR signaling pathway
655334	XP_008198803	K04365	map04214	Apoptosis - fly
655334	XP_008198803	K04365	map04270	Vascular smooth muscle contraction
655334	XP_008198803	K04365	map04320	Dorso-ventral axis formation
655334	XP_008198803	K04365	map04510	Focal adhesion
655334	XP_008198803	K04365	map04650	Natural killer cell mediated cytotoxicity
655334	XP_008198803	K04365	map04720	Long-term potentiation
655334	XP_008198803	K04365	map04722	Neurotrophin signaling pathway
655334	XP_008198803	K04365	map04726	Serotonergic synapse
655334	XP_008198803	K04365	map04730	Long-term depression
655334	XP_008198803	K04365	map04810	Regulation of actin cytoskeleton
655334	XP_008198803	K04365	map04910	Insulin signaling pathway
655334	XP_008198803	K04365	map04914	Progesterone-mediated oocyte maturation
655334	XP_008198803	K04365	map04928	Parathyroid hormone synthesis, secretion and action
